,tr_build_id,git_diff_src_churn,gh_num_commit_comments,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,git_num_all_built_commits,gh_num_commits_on_files_touched,git_num_all_built_commits.1,tr_status,tr_duration
0,11905123,0,0,0,0,0,1,1,1,1,failed,44
1,11905554,0,0,0,0,0,1,1,3,1,failed,973
2,11909050,0,0,31,0,0,2,1,10,1,failed,1583
3,11939345,397,0,21,0,0,12,1,14,1,failed,998
4,11939991,0,0,0,0,0,8,1,4,1,failed,939
5,11940402,2,0,0,0,0,1,1,5,1,failed,1773
6,11940428,86,0,26,0,0,8,1,12,1,failed,989
7,11961149,2,0,0,0,0,1,1,3,1,failed,1718
8,11970184,200,0,23,3,0,2,1,8,1,failed,1612
9,11970192,200,0,23,3,0,2,1,9,1,failed,2088
10,11995231,28,0,0,0,0,5,1,14,1,failed,538
11,11998744,0,0,0,0,0,1,1,4,1,failed,631
12,12000630,0,0,0,0,0,1,1,18,1,failed,2638
13,12006951,585,0,495,16,2,54,4,314,4,failed,2003
14,12041894,0,0,0,0,0,1,1,26,1,failed,1881
15,12056896,0,0,0,5,0,4,1,153,1,failed,2195
16,12059401,18,0,34,1,0,2,1,40,1,failed,1729
17,12059404,18,0,34,1,0,2,1,41,1,failed,1549
18,12068911,304,0,164,0,0,12,1,128,1,failed,2318
19,12094010,0,0,0,5,0,4,1,156,1,failed,2031
20,12124273,0,0,0,0,0,1,1,2,1,failed,1262
21,12125788,0,0,0,0,0,2,2,11,2,failed,1924
22,12127956,0,0,0,0,0,1,1,3,1,failed,2040
23,12139472,2848,0,0,19,0,8,1,151,1,failed,2119
24,12139626,2848,0,0,19,0,8,1,152,1,failed,2341
25,12140499,0,0,0,0,0,1,1,2,1,failed,1983
26,12147849,23,0,0,0,0,3,2,11,2,failed,1838
27,12160818,0,0,26,0,0,1,1,6,1,failed,1340
28,12162991,0,0,25,0,0,1,1,15,1,failed,1770
29,12163510,0,0,5,0,0,1,1,7,1,failed,1531
30,12269130,0,0,0,0,0,1,1,1,1,failed,2216
31,12310844,0,0,4,0,0,2,1,11,1,failed,2170
32,12405369,0,0,10,0,0,3,1,1,1,passed,3110
33,12438807,9,0,6,0,0,5,1,12,1,failed,2067
34,12451541,45,0,0,0,0,1,1,4,1,passed,3061
35,12452015,73,0,49,0,0,2,1,10,1,failed,1421
36,12452701,24,0,110,2,0,1,1,2,1,failed,1552
37,12463123,22,0,0,0,0,1,1,9,1,failed,1453
38,12484325,87,0,0,0,0,12,1,2,1,passed,2980
39,12487011,104,0,291,4,0,7,1,3,1,passed,3039
40,12487016,86,0,40,0,0,8,1,14,1,passed,3240
41,12487436,0,0,0,0,0,1,1,1,1,failed,2184
42,12488718,0,0,0,0,0,2,1,74,1,failed,2520
43,12488771,0,0,0,0,0,1,1,2,1,passed,3541
44,12509899,0,0,0,1,0,0,1,0,1,passed,2956
45,12526291,0,0,0,8,0,12,1,158,1,failed,1875
46,12526710,9,0,6,0,0,5,1,13,1,passed,2755
47,12528174,1,0,23,0,0,5,1,26,1,passed,4050
48,12548620,0,0,0,0,0,1,1,98,1,passed,3183
49,12566949,12,0,49,0,0,2,1,32,1,passed,3630
50,12608210,0,0,0,0,0,1,1,5,1,passed,3737
51,12612656,45,0,0,0,0,4,1,37,1,passed,4725
52,12645160,48,0,11,0,0,3,1,5,1,passed,3386
53,12715715,582,0,188,5,0,17,1,43,1,failed,3476
54,12736238,123,0,30,1,0,11,2,44,2,passed,3292
55,12758011,35,0,0,0,0,2,1,31,1,passed,3427
56,12758018,88,0,30,1,0,9,1,17,1,passed,2667
57,12789761,19,0,5,0,0,2,1,17,1,passed,3230
58,12791457,6,0,34,1,0,1,1,2,1,passed,3278
59,12806475,0,0,0,0,0,3,2,32,2,failed,71
60,12806627,0,0,0,0,0,2,1,13,1,passed,3000
61,12830961,4,0,0,0,0,3,1,21,1,failed,909
62,12838386,16,0,0,0,0,1,1,30,1,failed,4399
63,12863623,0,0,0,0,0,1,1,17,1,passed,3429
64,12870262,0,0,0,0,0,1,1,10,1,passed,3528
65,12906930,2,0,0,0,0,4,2,15,2,passed,4157
66,12918795,594,0,188,5,0,17,1,47,1,failed,3749
67,12920361,5604,0,1750,87,2,127,2,586,2,failed,3520
68,12928221,0,0,17,0,0,2,1,13,1,passed,4070
69,12929679,0,0,0,0,0,1,1,11,1,passed,4605
70,12930510,0,0,0,0,0,1,1,12,1,failed,4213
71,12933737,0,0,0,0,0,1,1,7,1,passed,4585
72,12937673,2,0,0,0,0,4,1,17,1,passed,4464
73,12940289,280,0,421,9,0,14,8,53,8,passed,4590
74,12941860,58,0,39,1,0,2,1,13,1,failed,4084
75,12959419,86,0,29,0,0,7,1,52,1,failed,3273
76,12966597,1940,0,212,28,0,2,1,103,1,passed,3453
77,12973638,0,0,0,0,0,1,1,8,1,passed,4224
78,12981274,1940,0,212,28,0,2,1,106,1,failed,2702
79,12983507,0,0,0,0,0,1,1,4,1,failed,2606
80,12983596,0,0,0,0,0,1,1,5,1,failed,3593
81,12984367,0,0,0,0,0,1,1,9,1,passed,4577
82,12992190,0,0,0,0,0,1,1,10,1,passed,4726
83,13030999,54,0,0,0,1,1,1,9,1,failed,1150
84,13076963,134,0,83,2,0,1,1,29,1,passed,3341
85,13077637,0,0,3,0,0,1,1,5,1,passed,3048
86,13081436,0,0,2,0,0,1,1,15,1,passed,3208
87,13082063,0,0,6,0,0,1,1,16,1,passed,3552
88,13091564,0,0,0,0,0,1,1,6,1,passed,3565
89,13112327,14,0,7,0,0,2,1,25,1,failed,1775
90,13113145,0,0,3,0,0,1,1,18,1,passed,3502
91,13121515,15,0,0,0,0,2,1,19,1,passed,3522
92,13158895,4,0,39,0,0,2,1,15,1,failed,519
93,13161891,17934,0,5505,451,13,321,2,1037,2,passed,4321
94,13213073,0,0,0,0,0,1,1,7,1,failed,1520
95,13222728,29,0,21,0,0,2,1,9,1,failed,2530
96,13240992,0,0,0,0,0,1,1,36,1,passed,3314
97,13241114,0,0,0,1,0,1,2,22,2,passed,3495
98,13275217,2,0,34,1,0,2,1,14,1,passed,5134
99,13290373,0,0,0,0,0,1,1,80,1,passed,3588
100,13307011,0,0,0,0,0,1,1,5,1,passed,3395
101,13308304,0,0,0,0,0,1,1,6,1,passed,3900
102,13308842,25,0,11,0,0,2,1,5,1,passed,3458
103,13327312,0,0,0,0,0,3,1,22,1,passed,4693
104,13327940,0,0,0,0,0,3,1,23,1,passed,4868
105,13357182,0,0,0,1,0,1,1,24,1,passed,3199
106,13357715,0,0,72,1,0,2,1,19,1,passed,3522
107,13359994,0,0,0,0,0,2,1,20,1,passed,3353
108,13369226,1,0,0,0,0,4,3,85,3,passed,3854
109,13430049,0,0,0,0,0,2,1,22,1,passed,2919
110,13430186,0,0,0,0,0,5,5,105,5,passed,3193
111,13471043,0,0,0,0,0,2,1,13,1,passed,4360
112,13579837,16,0,0,0,0,5,1,2,1,passed,4192
113,13634475,55,0,19,0,0,2,1,11,1,passed,4026
114,13680527,0,0,0,0,0,1,1,6,1,passed,3438
115,13691328,1027,0,509,15,0,11,1,22,1,failed,3058
116,13728465,48,0,0,1,0,0,1,0,1,passed,3334
117,13740447,2,0,0,0,0,1,1,1,1,passed,3343
118,13765640,12,0,0,0,0,2,1,49,1,passed,3595
119,13796192,16,0,0,0,0,5,1,3,1,passed,3571
120,13798914,0,0,0,0,0,1,1,6,1,passed,3691
121,13806653,31,0,0,0,0,3,1,3,1,failed,1390
122,13810431,12,0,0,0,0,2,1,2,1,failed,1619
123,13887799,128,0,46,2,0,2,1,30,1,failed,1736
124,13889314,0,0,1,0,0,1,1,22,1,passed,3465
125,13906701,34,0,16,0,0,7,1,28,1,passed,3631
126,13947429,0,0,0,0,0,1,1,11,1,passed,3233
127,13947541,16,0,0,0,0,6,1,48,1,passed,3931
128,13993210,0,0,0,5,0,20,1,49,1,passed,4506
129,13993526,0,0,0,10,0,29,2,15,2,passed,4283
130,13994006,0,0,0,42,0,16,2,29,2,failed,2241
131,14023655,0,0,0,5,0,5,2,18,2,failed,2448
132,14025148,0,0,0,0,0,1,1,12,1,failed,2166
133,14025164,16,0,0,0,0,6,1,49,1,passed,3742
134,14033776,1087,0,0,0,0,2,3,4,3,failed,2183
135,14035074,0,0,0,3,0,2,1,9,1,passed,4000
136,14092972,0,0,0,0,0,1,1,7,1,passed,4346
137,14093569,0,0,0,0,0,1,1,10,1,passed,4202
138,14094009,0,0,0,0,0,1,1,10,1,passed,3991
139,14097763,128,0,47,2,0,2,1,32,1,passed,4310
140,14120705,0,0,0,0,0,1,1,7,1,passed,3499
141,14132761,89,0,0,0,0,2,1,7,1,passed,4217
142,14145361,3,0,157,3,0,6,3,14,3,failed,2392
143,14145763,29,0,3,0,0,2,1,17,1,passed,4532
144,14145814,7,0,5,0,0,2,1,9,1,failed,2694
145,14149432,0,0,0,0,0,1,1,8,1,failed,2163
146,14169338,93,0,198,2,0,2,1,5,1,passed,4757
147,14191776,0,0,0,0,0,2,1,7,1,passed,3270
148,14222146,16,0,275,3,0,5,1,4,1,failed,519
149,14222180,0,0,8,0,0,1,1,1,1,passed,4286
150,14314774,23,0,22,0,0,4,1,1,1,failed,1580
151,14318587,79,0,40,0,0,4,1,3,1,passed,4681
152,14447755,181,0,198,1,0,11,2,75,2,failed,2292
153,14592580,0,0,0,0,0,1,1,17,1,failed,2825
154,14596733,0,0,0,0,0,1,1,84,1,passed,3723
155,14602290,2,0,20,0,0,3,1,4,1,failed,3131
156,14664537,1556,0,0,6,0,2,1,48,1,passed,3888
157,14731636,0,0,0,0,30,0,1,3,1,failed,2843
158,14742412,127,0,38,0,0,4,1,7,1,passed,3583
159,14765259,12,0,34,0,0,4,1,57,1,passed,3313
160,14827384,248,0,0,0,0,1,2,42,2,failed,3387
161,14857254,4,0,8,0,0,2,1,3,1,failed,3335
162,14858822,4,0,12,0,0,2,1,17,1,failed,2396
163,14865869,50,0,9,0,0,5,2,21,2,passed,3858
164,14877985,88,0,15,1,0,3,1,4,1,passed,4415
165,14879597,186,0,0,0,0,1,1,44,1,passed,4304
166,14896753,332,0,44,1,0,14,2,163,2,passed,3856
167,14902873,0,0,0,0,0,3,1,1,1,failed,2050
168,14920309,1556,0,0,6,0,2,1,49,1,failed,2030
169,14932363,33,0,0,0,0,1,1,45,1,passed,4510
170,14975082,16,0,267,3,0,5,1,6,1,failed,234
171,15029318,0,0,0,0,0,1,1,16,1,passed,3725
172,15091383,505,0,0,1,0,3,1,1,1,failed,2692
173,15127279,62,0,0,1,0,0,1,0,1,failed,1107
174,15128787,0,0,0,0,0,156,1,335,1,failed,2803
175,15162332,93,0,155,5,0,3,1,84,1,failed,3341
176,15165635,181,0,198,1,0,11,1,78,1,failed,81
177,15167076,0,0,0,0,0,1,1,20,1,failed,3230
178,15189124,39,0,26,0,0,5,3,6,3,failed,2567
179,15212515,157,0,186,4,0,4,3,47,3,failed,3807
180,15216256,1,0,0,0,0,1,1,1,1,failed,3499
181,15269765,2,0,0,0,0,1,1,2,1,failed,2232
182,15368882,0,0,0,0,0,1,1,3,1,failed,1584
183,15372102,0,0,0,0,0,1,1,4,1,passed,3844
184,15389769,0,0,0,0,0,6,1,43,1,failed,3123
185,15390645,157,0,186,4,0,4,3,47,3,failed,2457
186,15390941,0,0,0,0,0,0,1,0,1,passed,4165
187,15393057,18,0,19,0,0,3,1,8,1,failed,2771
188,15399505,12,0,7,0,0,2,1,35,1,failed,2178
189,15440436,0,0,0,0,0,3,1,15,1,failed,2165
190,15483320,146,0,54,1,0,5,1,35,1,failed,1709
191,15510051,333,0,266,5,0,24,2,158,2,passed,3720
192,15515759,0,0,0,0,0,2,1,31,1,failed,2935
193,15580537,1647,0,298,13,0,8,1,77,1,failed,2594
194,15646663,249,0,14,0,0,6,1,4,1,failed,1950
195,16187187,0,0,0,0,0,3,1,16,1,failed,2348
196,16187204,4010,0,5440,105,0,3,1,213,1,passed,3960
