,tr_build_id,git_diff_src_churn,gh_num_commit_comments,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,git_num_all_built_commits,gh_num_commits_on_files_touched,git_num_all_built_commits.1,tr_status,tr_duration
0,112851,0,0,0,2,0,3,1,62,1,failed,23
1,116100,2,0,0,0,0,1,1,57,1,passed,617
2,122988,0,0,0,2,0,3,1,63,1,passed,595
3,123171,0,0,0,0,0,4,1,64,1,passed,626
4,132868,3,0,6,0,0,2,2,119,2,passed,639
5,134420,0,0,0,0,0,1,1,114,1,passed,621
6,134824,0,0,0,2,0,3,1,65,1,passed,574
7,135117,0,0,0,0,0,6,1,66,1,passed,546
8,135408,0,0,0,0,1,3,1,67,1,passed,595
9,138940,0,0,0,1,0,3,1,68,1,passed,700
10,141532,0,0,0,0,0,5,1,69,1,passed,646
11,153900,5,0,1055,10,0,36,2,57,2,passed,685
12,156663,10,0,789,12,0,52,1,701,1,failed,1319
13,156888,0,0,0,0,0,1,1,9,1,failed,1394
14,156909,9,0,0,0,0,1,1,54,1,failed,1320
15,156966,0,0,0,3,0,3,1,7,1,failed,1409
16,157077,0,0,0,0,0,1,1,36,1,failed,1608
17,157332,0,0,0,0,0,1,1,11,1,failed,1522
18,157396,0,0,2973,1,2,0,1,21,1,failed,1232
19,157448,0,0,0,1,0,4,2,2,2,passed,1379
20,157617,9,0,0,0,0,2,2,72,2,passed,1298
21,158710,2,0,0,0,0,1,1,217,1,passed,1331
22,160692,158,0,28,1,0,6,4,158,4,passed,1170
23,160879,21,0,0,0,0,2,2,300,2,passed,1304
24,163022,2722,0,0,8,1,31,3,868,3,passed,1232
25,164795,6,0,12,0,0,2,2,114,2,passed,1390
26,165889,153,0,0,0,0,2,1,19,1,failed,343
27,165965,34,0,0,0,0,2,2,20,2,passed,1515
28,168869,103,0,41,2,2,14,8,283,8,passed,1283
29,168994,0,0,0,0,0,1,1,170,1,passed,1302
30,169052,265,0,0,2,0,1,2,175,2,passed,1250
31,169302,8,0,43,0,0,4,3,5,3,passed,1353
32,169363,2,0,0,0,0,1,1,17,1,passed,1448
33,169903,1571,0,699,46,35,68,5,81,5,passed,1384
34,171380,1,0,0,0,0,1,1,177,1,passed,1533
35,171635,26,0,1,0,0,3,3,483,3,passed,898
36,171700,2,0,0,0,0,2,1,86,1,passed,847
37,171922,6,0,0,0,17,8,3,140,3,failed,1583
38,171950,5,0,0,1,1,2,1,22,1,passed,916
39,172298,908,0,40,12,30,18,3,46,3,passed,887
40,174154,1132,0,0,4,0,0,1,0,1,passed,852
41,174456,70,0,0,2,2,10,4,46,4,passed,886
42,174524,58,0,14,1,0,4,2,83,2,passed,801
43,175547,309,0,16,2,0,7,3,90,3,passed,866
44,177505,21,0,0,0,0,2,1,33,1,passed,802
45,178203,737,0,0,0,0,28,2,764,2,failed,586
46,178505,6,0,0,0,0,2,1,184,1,failed,650
47,180453,237,0,0,0,0,4,6,68,6,failed,744
48,180500,0,0,0,0,0,1,1,30,1,failed,645
49,180599,20,0,0,0,0,2,2,85,2,failed,619
50,180635,29,0,0,0,0,1,1,65,1,failed,969
51,181038,8,0,0,0,0,2,1,94,1,failed,585
52,181254,31,0,0,0,0,7,6,244,6,failed,796
53,181271,9,0,0,0,0,2,2,95,2,passed,748
54,181435,0,0,0,0,0,1,1,175,1,failed,587
55,184211,1893,0,52,0,1,7,4,239,4,failed,420
56,184331,13,0,0,0,0,1,1,5,1,failed,465
57,184338,15,0,0,0,0,8,2,455,2,failed,401
58,184441,2,0,0,0,0,2,1,75,1,failed,509
59,184785,18,0,0,0,0,2,2,5,2,failed,574
60,187158,16,0,0,0,0,4,1,23,1,failed,365
61,187210,2,0,0,0,0,1,1,3,1,failed,554
62,187605,195,0,0,0,0,12,3,485,3,failed,626
63,187673,2,0,0,0,0,1,1,80,1,failed,663
64,188012,4,0,0,0,0,1,1,61,1,passed,797
65,196201,19,0,0,0,0,3,1,148,1,failed,38
66,196217,6,0,0,0,0,1,1,20,1,passed,808
67,202310,225,0,0,2,0,4,1,63,1,failed,1050
68,202554,13,0,2,0,0,4,2,581,2,passed,818
69,203390,26,0,9,0,3,4,4,14,4,passed,742
70,205075,2,0,0,0,0,1,1,5,1,passed,887
71,205260,9,0,6,0,0,3,2,27,2,passed,957
72,205330,0,0,0,2,0,11,1,122,1,failed,22
73,205485,31,0,0,0,0,2,1,89,1,passed,790
74,206121,302,0,17,4,3,28,1,865,1,passed,839
75,206252,1058,0,0,2,3,3,3,84,3,passed,824
76,207114,0,0,0,1,0,0,1,0,1,failed,836
77,207637,5,0,0,0,0,1,1,8,1,passed,848
78,207673,0,0,0,0,0,1,1,13,1,failed,91
79,207676,126,0,0,0,0,7,2,555,2,failed,130
80,207706,3,0,8,0,0,2,2,22,2,failed,18
81,207709,0,0,0,0,0,1,1,14,1,passed,797
82,208158,12,0,0,0,0,1,1,17,1,passed,751
