,tr_build_id,tr_duration,Build_Result,Actual_Result,Index
0,17511589,2720,1,1,1
1,17514175,2692,1,1,2
2,17518082,3061,1,0,3
3,17564123,2870,1,1,4
4,17582233,2527,1,1,5
5,17712319,3196,1,1,6
6,17722803,2605,1,1,7
7,17738107,2420,1,1,8
8,17785931,2824,1,1,9
9,17786439,2967,1,1,10
10,17807123,3115,1,1,11
11,17808053,2999,1,1,12
12,17808110,2653,1,1,13
13,17808728,2576,1,1,14
14,17809995,3046,1,0,15
15,17810039,2849,1,1,16
16,17852159,3256,1,1,17
17,17875724,2970,1,1,18
18,17929592,3059,1,1,19
19,17938902,3612,1,1,20
20,17951536,2546,1,1,21
21,17984979,2623,1,1,22
22,18044452,2534,1,1,23
23,18143811,2575,1,1,24
24,18144605,2515,1,1,25
25,18165094,2961,1,1,26
26,18217122,2944,1,0,27
27,18220258,2591,1,1,28
28,18239857,2315,1,1,29
29,18243759,2547,1,1,30
30,18290202,3000,1,1,31
31,18295208,2893,1,1,32
32,18312665,2678,1,1,33
33,18312854,2587,1,1,34
34,18331847,3180,1,1,35
35,18362338,3556,1,1,36
36,18393443,2751,1,1,37
37,18438008,2954,1,1,38
38,18593868,2925,1,0,39
39,18608394,2877,1,1,40
40,18690576,2848,1,1,41
41,18694354,2776,1,1,42
42,18750880,3400,1,1,43
43,18762183,3181,1,1,44
44,18791953,3200,1,1,45
45,18825720,3242,1,1,46
46,18828399,2982,1,1,47
47,18830739,2917,1,1,48
48,18832963,3062,1,1,49
49,18891830,3288,1,0,50
50,18901564,2485,1,1,51
51,19098285,2751,1,1,52
52,19153044,2900,1,1,53
53,19156048,2904,1,1,54
54,19208483,3017,1,1,55
55,19228623,2491,1,1,56
56,19229520,3241,1,1,57
57,19276307,2883,1,1,58
58,19276888,3205,1,1,59
59,19277435,2922,1,1,60
60,19277971,3013,1,1,61
61,19278581,3178,1,1,62
62,19278997,2793,1,1,63
63,19279764,2945,1,1,64
64,19280153,2826,1,1,65
65,19280646,2999,1,1,66
66,19285299,3168,1,1,67
67,19303620,2912,1,1,68
68,19351750,3600,1,1,69
69,19352692,3411,1,1,70
70,19370327,2383,1,1,71
71,19374290,2178,1,1,72
72,19374389,2510,1,1,73
73,19521293,2949,1,0,74
74,19532664,2848,1,1,75
75,19533440,2576,1,1,76
76,19543527,2743,1,1,77
77,19597899,3207,1,1,78
78,19623358,2587,1,1,79
79,19696120,2913,1,1,80
80,19747350,3254,1,0,81
81,19747484,3151,1,1,82
82,19756895,3087,1,1,83
83,19763701,2973,1,1,84
84,19769840,3503,1,0,85
85,19772608,2782,1,1,86
86,19819888,3483,1,1,87
87,19835218,3116,1,1,88
88,19838883,2535,1,1,89
89,19994848,2998,1,1,90
90,20010815,3076,1,1,91
91,20011182,2711,1,1,92
92,20017123,2937,1,1,93
93,20019155,2762,0,1,94
94,20022958,2967,1,1,95
95,20081185,3383,1,0,96
96,20086477,2880,1,1,97
97,20090190,2763,1,1,98
98,20095004,2917,1,1,99
99,20095584,2377,1,0,100
100,20096850,2660,1,1,101
101,20097195,2544,1,1,102
102,20097759,3161,1,0,103
103,20099211,2224,1,1,104
