,tr_build_id,tr_duration,Build_Result,Actual_Result,Index
0,86887250,4718,1,1,1
1,86988510,880,1,0,2
2,86989722,4819,1,1,3
3,86993731,4786,1,1,4
4,87027654,4672,0,1,5
5,87037317,4821,1,1,6
6,87415133,5370,1,1,7
7,87459093,4828,1,1,8
8,87475968,4688,1,1,9
9,87612009,4202,1,1,10
10,87627015,4793,1,1,11
11,87642985,4865,1,1,12
12,87645958,4511,1,1,13
13,87661558,4505,1,1,14
14,87664204,4745,1,1,15
15,87666893,4758,1,1,16
16,87674304,5047,1,1,17
17,87675552,4935,1,1,18
18,87684724,4653,1,1,19
19,87692472,5301,1,1,20
20,87695939,4927,1,1,21
21,87760055,5414,1,1,22
22,87768519,4839,1,1,23
23,87770044,4583,1,1,24
24,88055551,5423,1,1,25
25,88093255,5264,1,1,26
26,88130691,5455,1,1,27
27,88133177,6084,0,0,28
28,88308185,5743,1,1,29
29,88308569,6489,1,1,30
30,88322111,5497,1,1,31
31,88324992,6365,1,1,32
32,88327340,5596,1,1,33
33,88475733,5128,1,1,34
34,88596192,5667,1,1,35
35,88719547,5707,1,1,36
36,88735261,6094,1,1,37
37,88749966,5914,1,1,38
38,88780374,5964,1,1,39
39,88803350,6159,1,1,40
40,88814562,5856,1,0,41
41,88929557,5631,1,1,42
42,88957863,6096,1,1,43
43,88966163,6878,1,1,44
44,88976267,5136,1,1,45
45,89000695,5298,1,1,46
46,89002989,5315,1,1,47
47,89008692,5485,1,1,48
48,89110627,5060,1,1,49
49,89147028,5407,1,1,50
50,89186102,5584,1,1,51
51,89218412,5521,1,1,52
52,89232138,5508,1,1,53
53,89241265,6329,1,1,54
54,89366281,5564,1,1,55
55,89395201,5193,1,1,56
56,89395644,5396,1,1,57
57,89400597,2415,1,0,58
58,89405507,5200,1,1,59
59,89436478,5440,1,1,60
60,89437347,5349,1,1,61
61,89452156,6103,1,1,62
62,89465770,5498,1,1,63
63,89468320,5577,1,0,64
64,89477971,5027,1,1,65
65,89486349,5329,1,1,66
66,89573042,5265,1,1,67
67,89671781,5678,1,1,68
68,89683002,5230,1,0,69
69,89687135,5374,1,1,70
70,89772259,6399,1,1,71
71,89891400,5624,1,1,72
72,89911159,5640,1,1,73
73,90022497,6105,1,1,74
74,90044390,5794,0,1,75
75,90044530,5386,1,1,76
76,90057939,5387,1,1,77
77,90059586,5787,1,1,78
78,90063072,5623,1,1,79
79,90070784,5012,1,1,80
80,90076787,5093,1,1,81
81,90097319,5301,1,1,82
82,90101770,5301,1,1,83
83,90111773,5338,1,1,84
84,90117537,5360,1,1,85
85,90121474,5256,1,1,86
86,90123025,5500,1,1,87
87,90128472,5372,1,1,88
88,90233788,5591,1,1,89
89,90272897,5588,1,1,90
90,90277948,5672,1,1,91
91,90310491,5326,1,1,92
92,90327153,5090,1,1,93
93,90329213,4960,1,1,94
94,90331193,5120,1,1,95
95,90332704,5170,1,1,96
96,90449608,6033,1,1,97
97,90484191,5596,1,1,98
