tr_build_id,patch_size,num_of_comments,test_file_changes,files_added,files_deleted,num_commits,frequency_file_change,num_of_reviewers,developer_experience,reviewer_experience
4215685,26,0,120,1,0,3,62,0,0,0
4215690,26,0,120,1,0,3,62,0,0,0
4215692,26,0,120,1,0,3,62,0,0,0
4317182,17,0,47,0,0,1,11,0,51,51
4320774,23,0,4,1,0,1,10,0,200,200
4341253,27,0,50,1,0,1,120,0,5,5
4346118,0,0,701,1,0,1,196,0,201,201
4346146,24,0,211,0,0,1,109,0,201,201
4367585,17,0,0,0,0,1,71,0,1,1
4381488,2,0,4,0,0,1,80,0,227,227
4440969,0,0,0,1,0,1,0,0,32,32
4441008,22,0,40,0,0,1,74,0,32,32
4443727,40,0,22,0,0,1,33,0,18,18
4463267,15,0,25,0,0,1,47,0,0,0
4465341,14,0,5,1,0,1,102,0,0,0
4505596,67,0,204,1,0,1,230,0,0,0
4507875,2,0,41,0,0,1,121,0,0,0
4508417,2,0,4,0,0,1,3,0,0,0
4510069,11,0,30,0,0,2,74,0,4,0
4511250,11,0,30,0,0,1,76,0,0,0
4584521,16,0,2,0,0,1,58,0,63,63
4607282,257,0,588,4,1,2,163,0,60,0
4620626,7,0,0,0,0,1,4,0,5,5
4620631,37,0,102,0,0,1,33,0,5,5
4624581,134,0,320,0,1,2,60,0,0,0
4648836,296,0,628,2,0,2,304,0,240,240
4649118,121,0,108,2,0,1,158,0,0,0
4649278,0,0,184,0,0,1,174,0,0,0
4649631,0,0,2,0,0,1,39,0,0,0
4649709,650,0,100,0,0,4,192,0,240,240
4652280,0,0,0,0,0,1,9,0,0,0
4652385,1096,0,197,1,28,5,224,0,2,2
4652510,6,0,34,0,0,1,25,0,0,0
4652638,41,0,393,0,0,2,103,0,241,241
4655090,55,0,74,0,0,2,175,0,241,241
4655377,12,0,172,0,0,1,29,0,241,241
4656570,37,0,66,0,0,2,166,0,241,241
4736470,11,0,71,0,0,1,81,0,0,0
4755047,79,0,513,1,1,1,123,0,0,0
4755987,9,0,77,0,0,1,63,0,0,0
