tr_build_id,patch_size,num_of_comments,test_file_changes,files_added,files_deleted,num_commits,frequency_file_change,num_of_reviewers,developer_experience,reviewer_experience
11905123,0,0,0,0,0,1,1,0,0,0
11905554,0,0,0,0,0,1,3,0,0,0
11909050,0,0,31,0,0,1,10,0,0,0
11939345,397,0,21,0,0,1,14,0,0,0
11939991,0,0,0,0,0,1,4,0,0,0
11940402,2,0,0,0,0,1,5,0,0,0
11940428,86,0,26,0,0,1,12,0,384,384
11961149,2,0,0,0,0,1,3,0,0,0
11970184,200,0,23,3,0,1,8,0,271,0
11970192,200,0,23,3,0,1,9,0,0,0
11995231,28,0,0,0,0,1,14,0,0,0
11998744,0,0,0,0,0,1,4,0,0,0
12000630,0,0,0,0,0,1,18,0,0,0
12006951,585,0,495,16,2,4,314,0,27,27
12041894,0,0,0,0,0,1,26,0,0,0
12056896,0,0,0,5,0,1,153,0,441,441
12059401,18,0,34,1,0,1,40,0,273,0
12059404,18,0,34,1,0,1,41,0,0,0
12068911,304,0,164,0,0,1,128,0,0,0
12094010,0,0,0,5,0,1,156,0,0,0
12124273,0,0,0,0,0,1,2,0,0,0
12125788,0,0,0,0,0,2,11,0,0,0
12127956,0,0,0,0,0,1,3,0,0,0
12139472,2848,0,0,19,0,1,151,0,443,0
12139626,2848,0,0,19,0,1,152,0,0,0
12140499,0,0,0,0,0,1,2,0,0,0
12147849,23,0,0,0,0,2,11,0,0,0
12160818,0,0,26,0,0,1,6,0,0,0
12162991,0,0,25,0,0,1,15,0,0,0
12163510,0,0,5,0,0,1,7,0,0,0
12269130,0,0,0,0,0,1,1,0,0,0
12310844,0,0,4,0,0,1,11,0,0,0
12405369,0,0,10,0,0,1,1,0,0,0
12438807,9,0,6,0,0,1,12,0,436,436
12451541,45,0,0,0,0,1,4,0,0,0
12452015,73,0,49,0,0,1,10,0,0,0
12452701,24,0,110,2,0,1,2,0,0,0
12463123,22,0,0,0,0,1,9,0,0,0
12484325,87,0,0,0,0,1,2,0,0,0
12487011,104,0,291,4,0,1,3,0,0,0
12487016,86,0,40,0,0,1,14,0,0,0
12487436,0,0,0,0,0,1,1,0,0,0
12488718,0,0,0,0,0,1,74,0,0,0
12488771,0,0,0,0,0,1,2,0,0,0
12509899,0,0,0,1,0,1,0,0,0,0
12526291,0,0,0,8,0,1,158,0,0,0
12526710,9,0,6,0,0,1,13,0,0,0
12528174,1,0,23,0,0,1,26,0,0,0
12548620,0,0,0,0,0,1,98,0,0,0
12566949,12,0,49,0,0,1,32,0,0,0
12608210,0,0,0,0,0,1,5,0,0,0
12612656,45,0,0,0,0,1,37,0,0,0
12645160,48,0,11,0,0,1,5,0,0,0
12715715,582,0,188,5,0,1,43,0,288,288
12736238,123,0,30,1,0,2,44,0,471,471
12758011,35,0,0,0,0,1,31,0,0,0
12758018,88,0,30,1,0,1,17,0,0,0
12789761,19,0,5,0,0,1,17,0,0,0
12791457,6,0,34,1,0,1,2,0,0,0
12806475,0,0,0,0,0,2,32,0,0,0
12806627,0,0,0,0,0,1,13,0,0,0
12830961,4,0,0,0,0,1,21,0,0,0
12838386,16,0,0,0,0,1,30,0,292,292
12863623,0,0,0,0,0,1,17,0,0,0
12870262,0,0,0,0,0,1,10,0,0,0
12906930,2,0,0,0,0,2,15,0,427,427
12918795,594,0,188,5,0,1,47,0,0,0
12920361,5604,0,1750,87,2,2,586,0,48,48
12928221,0,0,17,0,0,1,13,0,0,0
12929679,0,0,0,0,0,1,11,0,0,0
12930510,0,0,0,0,0,1,12,0,0,0
12933737,0,0,0,0,0,1,7,0,0,0
12937673,2,0,0,0,0,1,17,0,0,0
12940289,280,0,421,9,0,8,53,0,48,48
12941860,58,0,39,1,0,1,13,0,294,294
12959419,86,0,29,0,0,1,52,0,0,0
12966597,1940,0,212,28,0,1,103,0,47,47
12973638,0,0,0,0,0,1,8,0,0,0
12981274,1940,0,212,28,0,1,106,0,0,0
12983507,0,0,0,0,0,1,4,0,1,0
12983596,0,0,0,0,0,1,5,0,0,0
12984367,0,0,0,0,0,1,9,0,1,0
12992190,0,0,0,0,0,1,10,0,0,0
13030999,54,0,0,0,1,1,9,0,295,295
13076963,134,0,83,2,0,1,29,0,0,0
13077637,0,0,3,0,0,1,5,0,0,0
13081436,0,0,2,0,0,1,15,0,0,0
13082063,0,0,6,0,0,1,16,0,0,0
13091564,0,0,0,0,0,1,6,0,3,3
13112327,14,0,7,0,0,1,25,0,0,0
13113145,0,0,3,0,0,1,18,0,0,0
13121515,15,0,0,0,0,1,19,0,0,0
13158895,4,0,39,0,0,1,15,0,0,0
13161891,17934,0,5505,451,13,2,1037,0,194,194
13213073,0,0,0,0,0,1,7,0,0,0
13222728,29,0,21,0,0,1,9,0,0,0
13240992,0,0,0,0,0,1,36,0,0,0
13241114,0,0,0,1,0,2,22,0,477,477
13275217,2,0,34,1,0,1,14,0,0,0
13290373,0,0,0,0,0,1,80,0,0,0
13307011,0,0,0,0,0,1,5,0,7,0
13308304,0,0,0,0,0,1,6,0,0,0
13308842,25,0,11,0,0,1,5,0,0,0
13327312,0,0,0,0,0,1,22,0,0,0
13327940,0,0,0,0,0,1,23,0,0,0
13357182,0,0,0,1,0,1,24,0,0,0
13357715,0,0,72,1,0,1,19,0,0,0
13359994,0,0,0,0,0,1,20,0,0,0
13369226,1,0,0,0,0,3,85,0,0,0
13430049,0,0,0,0,0,1,22,0,0,0
13430186,0,0,0,0,0,5,105,0,0,0
13471043,0,0,0,0,0,1,13,0,0,0
13579837,16,0,0,0,0,1,2,0,180,180
13634475,55,0,19,0,0,1,11,0,0,0
13680527,0,0,0,0,0,1,6,0,7,7
13691328,1027,0,509,15,0,1,22,0,309,309
13728465,48,0,0,1,0,1,0,0,0,0
13740447,2,0,0,0,0,1,1,0,0,0
13765640,12,0,0,0,0,1,49,0,0,0
13796192,16,0,0,0,0,1,3,0,0,0
13798914,0,0,0,0,0,1,6,0,0,0
13806653,31,0,0,0,0,1,3,0,0,0
13810431,12,0,0,0,0,1,2,0,0,0
13887799,128,0,46,2,0,1,30,0,455,455
13889314,0,0,1,0,0,1,22,0,455,455
13906701,34,0,16,0,0,1,28,0,0,0
13947429,0,0,0,0,0,1,11,0,1,1
13947541,16,0,0,0,0,1,48,0,1,1
13993210,0,0,0,5,0,1,49,0,0,0
13993526,0,0,0,10,0,2,15,0,0,0
13994006,0,0,0,42,0,2,29,0,0,0
14023655,0,0,0,5,0,2,18,0,0,0
14025148,0,0,0,0,0,1,12,0,0,0
14025164,16,0,0,0,0,1,49,0,0,0
14033776,1087,0,0,0,0,3,4,0,190,190
14035074,0,0,0,3,0,1,9,0,0,0
14092972,0,0,0,0,0,1,7,0,0,0
14093569,0,0,0,0,0,1,10,0,0,0
14094009,0,0,0,0,0,1,10,0,0,0
14097763,128,0,47,2,0,1,32,0,0,0
14120705,0,0,0,0,0,1,7,0,0,0
14132761,89,0,0,0,0,1,7,0,0,0
14145361,3,0,157,3,0,3,14,0,0,0
14145763,29,0,3,0,0,1,17,0,0,0
14145814,7,0,5,0,0,1,9,0,0,0
14149432,0,0,0,0,0,1,8,0,0,0
14169338,93,0,198,2,0,1,5,0,0,0
14191776,0,0,0,0,0,1,7,0,0,0
14222146,16,0,275,3,0,1,4,0,194,194
14222180,0,0,8,0,0,1,1,0,194,194
14314774,23,0,22,0,0,1,1,0,437,437
14318587,79,0,40,0,0,1,3,0,0,0
14447755,181,0,198,1,0,2,75,0,440,440
14592580,0,0,0,0,0,1,17,0,34,0
14596733,0,0,0,0,0,1,84,0,0,0
14602290,2,0,20,0,0,1,4,0,0,0
14664537,1556,0,0,6,0,1,48,0,511,511
14731636,0,0,0,0,30,1,3,0,0,0
14742412,127,0,38,0,0,1,7,0,0,0
14765259,12,0,34,0,0,1,57,0,0,0
14827384,248,0,0,0,0,2,42,0,467,467
14857254,4,0,8,0,0,1,3,0,0,0
14858822,4,0,12,0,0,1,17,0,0,0
14865869,50,0,9,0,0,2,21,0,0,0
14877985,88,0,15,1,0,1,4,0,0,0
14879597,186,0,0,0,0,1,44,0,0,0
14896753,332,0,44,1,0,2,163,0,11,11
14902873,0,0,0,0,0,1,1,0,0,0
14920309,1556,0,0,6,0,1,49,0,0,0
14932363,33,0,0,0,0,1,45,0,0,0
14975082,16,0,267,3,0,1,6,0,0,0
15029318,0,0,0,0,0,1,16,0,0,0
15091383,505,0,0,1,0,1,1,0,0,0
15127279,62,0,0,1,0,1,0,0,0,0
15128787,0,0,0,0,0,1,335,0,0,0
15162332,93,0,155,5,0,1,84,0,0,0
15165635,181,0,198,1,0,1,78,0,0,0
15167076,0,0,0,0,0,1,20,0,0,0
15189124,39,0,26,0,0,3,6,0,0,0
15212515,157,0,186,4,0,3,47,0,495,495
15216256,1,0,0,0,0,1,1,0,0,0
15269765,2,0,0,0,0,1,2,0,19,19
15368882,0,0,0,0,0,1,3,0,0,0
15372102,0,0,0,0,0,1,4,0,0,0
15389769,0,0,0,0,0,1,43,0,0,0
15390645,157,0,186,4,0,3,47,0,0,0
15390941,0,0,0,0,0,1,0,0,0,0
15393057,18,0,19,0,0,1,8,0,0,0
15399505,12,0,7,0,0,1,35,0,0,0
15440436,0,0,0,0,0,1,15,0,1,1
15483320,146,0,54,1,0,1,35,0,0,0
15510051,333,0,266,5,0,2,158,0,24,24
15515759,0,0,0,0,0,1,31,0,0,0
15580537,1647,0,298,13,0,1,77,0,0,0
15646663,249,0,14,0,0,1,4,0,0,0
16187187,0,0,0,0,0,1,16,0,0,0
16187204,4010,0,5440,105,0,1,213,0,0,0
16306029,624,0,221,3,5,1,305,0,0,0
16307425,51,0,26,0,0,1,22,0,0,0
16511125,0,0,51,0,0,1,4,0,0,0
16532994,67,0,12,0,0,1,6,0,0,0
16556692,1604,0,117,6,0,1,15,0,0,0
16559719,335,0,193,1,0,14,11,0,524,524
16588352,152,0,46,5,0,1,52,0,0,0
16621179,553,0,9,0,1,1,16,0,485,485
16633366,5,0,63,0,0,1,23,0,0,0
16641195,4,0,0,0,0,1,7,0,0,0
16642156,0,0,0,3,0,1,203,0,371,371
16663060,553,0,9,0,1,1,17,0,0,0
16707006,0,0,0,3,0,1,204,0,0,0
16708313,333,0,193,1,0,1,25,0,0,0
16709859,0,0,0,0,0,1,8,0,248,0
16718445,0,0,0,0,0,1,7,0,0,0
16730674,0,0,0,0,0,1,9,0,0,0
16737367,4,0,0,0,0,1,8,0,0,0
16738321,0,0,23,0,0,1,6,0,0,0
16741769,0,0,23,0,0,1,3,0,128,128
