,tr_build_id,gh_project_name,gh_is_pr,gh_pr_created_at,gh_pull_req_num,gh_lang,git_merged_with,git_branch,gh_num_commits_in_push,gh_commits_in_push,git_prev_commit_resolution_status,git_prev_built_commit,tr_prev_build,gh_first_commit_created_at,gh_team_size,git_all_built_commits,git_num_all_built_commits,git_trigger_commit,tr_virtual_merged_into,tr_original_commit,gh_num_issue_comments,gh_num_commit_comments,gh_num_pr_comments,git_diff_src_churn,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,gh_diff_tests_added,gh_diff_tests_deleted,gh_diff_src_files,gh_diff_doc_files,gh_diff_other_files,gh_num_commits_on_files_touched,gh_sloc,gh_test_lines_per_kloc,gh_test_cases_per_kloc,gh_asserts_cases_per_kloc,gh_by_core_team_member,gh_description_complexity,gh_pushed_at,gh_build_started_at,tr_status,tr_duration,tr_jobs,tr_build_number,tr_job_id,tr_log_lan,tr_log_status,tr_log_setup_time,tr_log_analyzer,tr_log_frameworks,tr_log_bool_tests_ran,tr_log_bool_tests_failed,tr_log_num_tests_ok,tr_log_num_tests_failed,tr_log_num_tests_run,tr_log_num_tests_skipped,tr_log_tests_failed,tr_log_testduration,tr_log_buildduration,build_successful
0,106446,concerto/concerto,0.0,,,ruby,,master,,,build_found,6ea9a0255b615ff897079d4ab8a80c300d2fe168,102299.0,,15,bac016346d4f83e75f058f7abfcf576c5390c596#d2179e3c9c5122734aeda9dd0cd8df06227b0666,2,bac016346d4f83e75f058f7abfcf576c5390c596,,bac016346d4f83e75f058f7abfcf576c5390c596,,0,,0,0,4,2,1,0,0,0,6,0,1,2143,294.913672421838,0.466635557629491,102.659822678488,1.0,,,2011-08-29 00:45:14,passed,222,"[106447, 106448]",31,106448,ruby,unknown,,ruby,,0.0,,,,,,,,,0
1,106537,concerto/concerto,0.0,,,ruby,,master,,,build_found,bac016346d4f83e75f058f7abfcf576c5390c596,106446.0,,15,9781443372e66e85da923213bb8d0f28b44d7ec9,1,9781443372e66e85da923213bb8d0f28b44d7ec9,,9781443372e66e85da923213bb8d0f28b44d7ec9,,0,,0,0,6,0,2,0,0,0,8,0,1,2143,294.913672421838,0.466635557629491,102.659822678488,1.0,,,2011-08-29 00:59:08,passed,240,"[106538, 106539]",32,106538,ruby,unknown,,ruby,,0.0,,,,,,,,,0
2,106718,concerto/concerto,0.0,,,ruby,,master,,,build_found,9781443372e66e85da923213bb8d0f28b44d7ec9,106537.0,,15,63562d4f6af89eeb2e6c8e82c50038252c3e4299,1,63562d4f6af89eeb2e6c8e82c50038252c3e4299,,63562d4f6af89eeb2e6c8e82c50038252c3e4299,,0,,0,0,0,0,6,0,0,0,6,0,2,2143,294.913672421838,0.466635557629491,102.659822678488,1.0,,,2011-08-29 01:19:07,passed,169,"[106719, 106720]",33,106720,ruby,unknown,,ruby,,0.0,,,,,,,,,0
3,110689,concerto/concerto,0.0,,,ruby,,master,,,build_found,63562d4f6af89eeb2e6c8e82c50038252c3e4299,106718.0,,15,ce35a4a4e8d8e40de422f090de054fc0688236c4,1,ce35a4a4e8d8e40de422f090de054fc0688236c4,,ce35a4a4e8d8e40de422f090de054fc0688236c4,,0,,0,0,2,0,3,0,0,0,9,0,2,2143,294.913672421838,0.466635557629491,102.659822678488,1.0,,,2011-08-30 02:39:02,passed,242,"[110690, 110691]",34,110691,ruby,unknown,,ruby,,0.0,,,,,,,,,0
4,110693,concerto/concerto,0.0,,,ruby,,master,,,build_found,ce35a4a4e8d8e40de422f090de054fc0688236c4,110689.0,,15,dc9851d0f2e12221e4b53b034ec7da0f43923dbf,1,dc9851d0f2e12221e4b53b034ec7da0f43923dbf,,dc9851d0f2e12221e4b53b034ec7da0f43923dbf,,0,,0,0,0,0,8,0,0,0,8,0,3,2143,294.913672421838,0.466635557629491,102.659822678488,1.0,,,2011-08-30 03:07:09,passed,182,"[110694, 110695]",35,110695,ruby,unknown,,ruby,,0.0,,,,,,,,,0
5,111036,concerto/concerto,0.0,,,ruby,,master,,,build_found,dc9851d0f2e12221e4b53b034ec7da0f43923dbf,110693.0,,15,1461aa85225e97e88deedac8c171aab3dd4535fb,1,1461aa85225e97e88deedac8c171aab3dd4535fb,,1461aa85225e97e88deedac8c171aab3dd4535fb,,0,,0,0,0,0,6,0,0,0,6,0,4,2143,294.913672421838,0.466635557629491,102.659822678488,1.0,,,2011-08-30 03:38:03,passed,196,"[111037, 111038]",36,111038,ruby,unknown,,ruby,,0.0,,,,,,,,,0
6,113794,concerto/concerto,0.0,,,ruby,,master,,,build_found,1461aa85225e97e88deedac8c171aab3dd4535fb,111036.0,,15,4bbf230a210a0ae74b3a628869cd55bb784b61cc,1,4bbf230a210a0ae74b3a628869cd55bb784b61cc,,4bbf230a210a0ae74b3a628869cd55bb784b61cc,,0,,0,0,0,0,2,0,0,0,2,0,4,2143,294.913672421838,0.466635557629491,102.659822678488,1.0,,,2011-08-31 03:53:22,passed,182,"[113886, 113795]",37,113795,ruby,unknown,,ruby,,0.0,,,,,,,,,0
7,113888,concerto/concerto,0.0,,,ruby,,master,,,build_found,445078db89892cc67e27a42bca3259d165dd957a,113696.0,,15,1e536cd63306d7f48e9a0729d31a9bddd70cfd00,1,1e536cd63306d7f48e9a0729d31a9bddd70cfd00,,1e536cd63306d7f48e9a0729d31a9bddd70cfd00,,0,,0,0,6,0,1,0,0,0,7,0,5,2143,294.913672421838,0.466635557629491,102.659822678488,1.0,,,2011-08-31 04:28:34,passed,190,"[113889, 113890]",39,113889,ruby,unknown,,ruby,,0.0,,,,,,,,,0
8,113909,concerto/concerto,0.0,,,ruby,,master,,,build_found,c049515a7b6eb3b7bbc8059b6e35518f63767193,,,15,fa60a1046ce6b2ab1728b51cb77fd0e6ead9ea4d,1,fa60a1046ce6b2ab1728b51cb77fd0e6ead9ea4d,,fa60a1046ce6b2ab1728b51cb77fd0e6ead9ea4d,,0,,159,9,4,0,12,0,0,11,1,4,67,2155,293.271461716937,0.464037122969838,102.088167053364,1.0,,,2011-08-31 06:38:25,passed,183,"[113911, 113910]",41,113911,ruby,unknown,,ruby,,0.0,,,,,,,,,0
9,113919,concerto/concerto,0.0,,,ruby,,master,,,build_found,1e536cd63306d7f48e9a0729d31a9bddd70cfd00,113888.0,,15,c049515a7b6eb3b7bbc8059b6e35518f63767193,1,c049515a7b6eb3b7bbc8059b6e35518f63767193,,c049515a7b6eb3b7bbc8059b6e35518f63767193,,0,,0,0,0,0,4,0,0,0,4,0,6,2143,294.913672421838,0.466635557629491,102.659822678488,1.0,,,2011-08-31 04:29:22,passed,186,"[113920, 113921]",40,113920,ruby,unknown,,ruby,,0.0,,,,,,,,,0
