,tr_build_id,gh_project_name,gh_is_pr,gh_pr_created_at,gh_pull_req_num,gh_lang,git_merged_with,git_branch,gh_num_commits_in_push,gh_commits_in_push,git_prev_commit_resolution_status,git_prev_built_commit,tr_prev_build,gh_first_commit_created_at,gh_team_size,git_all_built_commits,git_num_all_built_commits,git_trigger_commit,tr_virtual_merged_into,tr_original_commit,gh_num_issue_comments,gh_num_commit_comments,gh_num_pr_comments,git_diff_src_churn,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,gh_diff_tests_added,gh_diff_tests_deleted,gh_diff_src_files,gh_diff_doc_files,gh_diff_other_files,gh_num_commits_on_files_touched,gh_sloc,gh_test_lines_per_kloc,gh_test_cases_per_kloc,gh_asserts_cases_per_kloc,gh_by_core_team_member,gh_description_complexity,gh_pushed_at,gh_build_started_at,tr_status,tr_duration,tr_jobs,tr_build_number,tr_job_id,tr_log_lan,tr_log_status,tr_log_setup_time,tr_log_analyzer,tr_log_frameworks,tr_log_bool_tests_ran,tr_log_bool_tests_failed,tr_log_num_tests_ok,tr_log_num_tests_failed,tr_log_num_tests_run,tr_log_num_tests_skipped,tr_log_tests_failed,tr_log_testduration,tr_log_buildduration,build_successful,version
1,857094,orbeon/orbeon-forms,0.0,,,java,,master,,,build_found,078170f3c2fb9b0d853e44ee8a9fa6772c04c5b0,857070.0,,2,bfadedd4938b38c4b21079ac1270d0e70855210e,1,bfadedd4938b38c4b21079ac1270d0e70855210e,,bfadedd4938b38c4b21079ac1270d0e70855210e,,0,,0,0,1,0,0,0,0,0,0,1,0,72450,29.1373360938578,0.579710144927536,6.80469289164941,0.0,,,2012-03-13 18:26:38,failed,865,[857095],2,857095,java,unknown,,java-ant,junit,1.0,,425.0,3.0,428.0,0.0,orbeon,50.4,,0,1
2,857316,orbeon/orbeon-forms,0.0,,,java,,master,,,build_found,078170f3c2fb9b0d853e44ee8a9fa6772c04c5b0,857070.0,,2,bfadedd4938b38c4b21079ac1270d0e70855210e,1,bfadedd4938b38c4b21079ac1270d0e70855210e,,bfadedd4938b38c4b21079ac1270d0e70855210e,,0,,0,0,1,0,0,0,0,0,0,1,0,72450,29.1373360938578,0.579710144927536,6.80469289164941,0.0,,,2012-03-13 18:53:14,failed,210,[857317],3,857317,java,unknown,,java-ant,junit,1.0,,425.0,3.0,428.0,0.0,orbeon,69.18,,0,1
3,867834,orbeon/orbeon-forms,0.0,,,java,,master,5.0,e8bdaa2baba55550ef68a75a074fed3116594c66#688554a589c9ed54e41840873c48722e43c55e8f#7803734edfa3b5762d3a352277b87197ac53f909#6b1a44891fd80449a24492b93d5925bd15cbe5ad#60ebe7bae09b4c391bc8146b3ae1a3ec4ee3fe34,build_found,bfadedd4938b38c4b21079ac1270d0e70855210e,857316.0,2012-03-13 17:56:41,2,60ebe7bae09b4c391bc8146b3ae1a3ec4ee3fe34#6b1a44891fd80449a24492b93d5925bd15cbe5ad#7803734edfa3b5762d3a352277b87197ac53f909#688554a589c9ed54e41840873c48722e43c55e8f#e8bdaa2baba55550ef68a75a074fed3116594c66,5,60ebe7bae09b4c391bc8146b3ae1a3ec4ee3fe34,,60ebe7bae09b4c391bc8146b3ae1a3ec4ee3fe34,,0,,181,0,0,0,12,0,0,8,0,4,483,72440,29.1413583655439,0.579790171176146,6.80563224737714,0.0,,2012-03-14 22:35:37,2012-03-14 22:36:47,failed,600,[867835],5,867835,java,unknown,,java-ant,junit,1.0,,425.0,3.0,428.0,0.0,orbeon,51.9,,0,1
4,867988,orbeon/orbeon-forms,0.0,,,java,,master,1.0,9dec71d3eed7601abf210c289f8f00e5cc852eaf,build_found,60ebe7bae09b4c391bc8146b3ae1a3ec4ee3fe34,867834.0,2012-03-14 22:50:32,2,9dec71d3eed7601abf210c289f8f00e5cc852eaf,1,9dec71d3eed7601abf210c289f8f00e5cc852eaf,,9dec71d3eed7601abf210c289f8f00e5cc852eaf,,0,,36,0,0,0,2,0,0,2,0,0,20,72440,29.1413583655439,0.579790171176146,6.80563224737714,0.0,,2012-03-14 22:51:22,2012-03-14 22:52:30,failed,546,[867989],6,867989,java,unknown,,java-ant,junit,1.0,,424.0,4.0,428.0,0.0,orbeon,14.6,42.0,0,1
5,870241,orbeon/orbeon-forms,0.0,,,java,,master,4.0,b9213028704666e67c4705b40b876d696096b420#78d50a37afe24a34fd2bf73a7d0c394a76f41d22#2539447bfab0a959b0f77867c72c90db4c03147b#c5c19c896081ff443f2197a4764c8536855fce2d,build_found,9dec71d3eed7601abf210c289f8f00e5cc852eaf,867988.0,2012-03-15 04:48:01,2,c5c19c896081ff443f2197a4764c8536855fce2d#2539447bfab0a959b0f77867c72c90db4c03147b#78d50a37afe24a34fd2bf73a7d0c394a76f41d22#b9213028704666e67c4705b40b876d696096b420,4,c5c19c896081ff443f2197a4764c8536855fce2d,,c5c19c896081ff443f2197a4764c8536855fce2d,,0,,27,0,1,0,8,0,0,3,2,4,419,72440,29.1413583655439,0.579790171176146,6.80563224737714,0.0,,2012-03-15 05:39:41,2012-03-15 05:40:51,failed,360,[870242],7,870242,java,unknown,,java-ant,junit,1.0,,425.0,3.0,428.0,0.0,orbeon,50.93,,0,1
6,874544,orbeon/orbeon-forms,0.0,,,java,,master,1.0,e2d62f01b16a43f7c08cd70e2da4b11575523e28,build_found,c5c19c896081ff443f2197a4764c8536855fce2d,870241.0,2012-03-15 19:01:41,2,e2d62f01b16a43f7c08cd70e2da4b11575523e28,1,e2d62f01b16a43f7c08cd70e2da4b11575523e28,,e2d62f01b16a43f7c08cd70e2da4b11575523e28,,0,,1,0,0,0,1,0,0,1,0,0,21,72440,29.1413583655439,0.579790171176146,6.80563224737714,0.0,,2012-03-15 19:02:21,2012-03-15 19:03:30,failed,577,[874545],8,874545,java,unknown,,java-ant,junit,1.0,,425.0,3.0,428.0,0.0,orbeon,10.03,31.0,0,1
7,874648,orbeon/orbeon-forms,0.0,,,java,,master,1.0,ace7e57eadbfafc6838e440fee6950108d38eace,build_found,e2d62f01b16a43f7c08cd70e2da4b11575523e28,874544.0,2012-03-15 19:21:53,2,ace7e57eadbfafc6838e440fee6950108d38eace,1,ace7e57eadbfafc6838e440fee6950108d38eace,,ace7e57eadbfafc6838e440fee6950108d38eace,,0,,0,0,0,0,1,0,0,0,0,1,51,72440,29.1413583655439,0.579790171176146,6.80563224737714,0.0,,2012-03-15 19:22:10,2012-03-15 19:23:21,failed,542,[874649],9,874649,java,unknown,,java-ant,junit,1.0,,424.0,4.0,428.0,0.0,orbeon,19.21,,0,1
8,876035,orbeon/orbeon-forms,0.0,,,java,,master,4.0,4ff38f0abc6cf2f66eee40201a85e836fbec5c36#6ac04cd04ce1f658ea4150c89fa6e1c97b427368#1bebf64cd294439c5033a63620f24a6381a1959a#d12dec38e9cce9fc8ca50e2c6a00eafd97998504,build_found,ace7e57eadbfafc6838e440fee6950108d38eace,874648.0,2012-03-15 21:27:27,2,d12dec38e9cce9fc8ca50e2c6a00eafd97998504#1bebf64cd294439c5033a63620f24a6381a1959a#6ac04cd04ce1f658ea4150c89fa6e1c97b427368#4ff38f0abc6cf2f66eee40201a85e836fbec5c36,4,d12dec38e9cce9fc8ca50e2c6a00eafd97998504,,d12dec38e9cce9fc8ca50e2c6a00eafd97998504,,0,,4,0,0,0,5,0,0,1,0,4,184,72440,29.1413583655439,0.579790171176146,6.80563224737714,0.0,,2012-03-15 22:40:27,2012-03-15 22:41:39,failed,528,[876036],10,876036,java,unknown,,java-ant,junit,1.0,,425.0,3.0,428.0,0.0,orbeon,13.75,16.0,0,1
9,883853,orbeon/orbeon-forms,0.0,,,java,,master,3.0,d4278240a8ade3391e79ecd6eefa5f0a508667c6#e07b3ade9824685c8d22d7e776efea2ebb075323#b3515234eab34f64c48eeff290b79fa4696fa533,build_found,d12dec38e9cce9fc8ca50e2c6a00eafd97998504,876035.0,2012-03-16 18:53:12,2,b3515234eab34f64c48eeff290b79fa4696fa533#e07b3ade9824685c8d22d7e776efea2ebb075323#d4278240a8ade3391e79ecd6eefa5f0a508667c6,3,b3515234eab34f64c48eeff290b79fa4696fa533,,b3515234eab34f64c48eeff290b79fa4696fa533,,0,,56,0,1,0,7,0,0,4,2,2,419,72448,29.138140459364,0.579726148409894,6.80488074204947,0.0,,2012-03-16 22:00:47,2012-03-16 22:02:02,failed,214,[883854],11,883854,java,unknown,,java-ant,junit,1.0,,425.0,3.0,428.0,0.0,orbeon,50.96,,0,1
10,884739,orbeon/orbeon-forms,0.0,,,java,,master,2.0,ca48f8db2d7357fbfe5a294d7a7975e28cdb3f9c#e1a5ae6823f38910e77009a9a99375171963b7a1,build_found,b3515234eab34f64c48eeff290b79fa4696fa533,883853.0,2012-03-16 22:18:33,2,e1a5ae6823f38910e77009a9a99375171963b7a1#ca48f8db2d7357fbfe5a294d7a7975e28cdb3f9c,2,e1a5ae6823f38910e77009a9a99375171963b7a1,,e1a5ae6823f38910e77009a9a99375171963b7a1,,0,,42,0,0,0,3,0,0,2,0,1,104,72454,29.1357274960665,0.579678140613355,6.80431722196152,0.0,,2012-03-17 00:16:08,2012-03-17 00:17:20,failed,388,[884740],12,884740,java,unknown,,java-ant,junit,1.0,,426.0,3.0,429.0,0.0,orbeon,77.71,,0,1
