tr_build_id,gh_project_name,gh_is_pr,gh_pr_created_at,gh_pull_req_num,gh_lang,git_merged_with,git_branch,gh_num_commits_in_push,gh_commits_in_push,git_prev_commit_resolution_status,git_prev_built_commit,tr_prev_build,gh_first_commit_created_at,gh_team_size,git_all_built_commits,git_num_all_built_commits,git_trigger_commit,tr_virtual_merged_into,tr_original_commit,gh_num_issue_comments,gh_num_commit_comments,gh_num_pr_comments,git_diff_src_churn,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,gh_diff_tests_added,gh_diff_tests_deleted,gh_diff_src_files,gh_diff_doc_files,gh_diff_other_files,gh_num_commits_on_files_touched,gh_sloc,gh_test_lines_per_kloc,gh_test_cases_per_kloc,gh_asserts_cases_per_kloc,gh_by_core_team_member,gh_description_complexity,gh_pushed_at,gh_build_started_at,tr_status,tr_duration,tr_jobs,tr_build_number,tr_job_id,tr_log_lan,tr_log_status,tr_log_setup_time,tr_log_analyzer,tr_log_frameworks,tr_log_bool_tests_ran,tr_log_bool_tests_failed,tr_log_num_tests_ok,tr_log_num_tests_failed,tr_log_num_tests_run,tr_log_num_tests_skipped,tr_log_tests_failed,tr_log_testduration,tr_log_buildduration,build_successful
20099094,gradle/gradle,0.0,,,java,,master,1,cadf37691927f6e754ad0ba6a1811109e24a269d,merge_found,,,2014-03-05 00:46:58,38,cadf37691927f6e754ad0ba6a1811109e24a269d#8538fc09542f18a4934f80a62f3a2dc2122885eb#7e6ca643ef126d51f12c194bbd34297472796738#07b23f2f548b0b6ffa0e199cfd2918dd0bc2afbc#2c9806e4d9d0da514e402c659d7bfdbd8cd28e1a#f330e1ea076151f86bfa28d10e72814a8a1b8f65#d82047c8580d66b126d0f8d3fa04d727e1ec9c6c#05cd03f76ca81371bb85bf7882bb8112e1847930#807e1f465542f382e6fa69ddd4241ef1d5a77464#73b9b7c56cc594e11c8a3637a8a5269ea41456b4,10,cadf37691927f6e754ad0ba6a1811109e24a269d,,cadf37691927f6e754ad0ba6a1811109e24a269d,,0,,1055,429,6,4,42,0,0,51,0,2,591,145109,194.722587847756,9.55144064117319,19.3027310504517,1.0,,2014-03-05 00:47:10,2014-03-05 01:06:23,passed,1050,[20099095],1,20099095,java,ok,,java-gradle,,0.0,,,,,,,,,0
20104585,gradle/gradle,0.0,,,java,,master,2,288cc86d67e5eb123c45e8dcdc61b5adec7a5a72#bb405114610ccc2d3fbeb37b69c245c0d0708c53,build_found,cadf37691927f6e754ad0ba6a1811109e24a269d,20099094,2014-03-05 03:04:45,38,bb405114610ccc2d3fbeb37b69c245c0d0708c53#288cc86d67e5eb123c45e8dcdc61b5adec7a5a72,2,bb405114610ccc2d3fbeb37b69c245c0d0708c53,,bb405114610ccc2d3fbeb37b69c245c0d0708c53,,0,,0,26,0,0,5,0,0,1,0,4,67,145109,194.874198016663,9.55144064117319,19.4267757341033,1.0,,2014-03-05 03:05:10,2014-03-05 03:06:35,passed,1170,[20104586],2,20104586,java,ok,,java-gradle,,0.0,,,,,,,,,0
20149300,gradle/gradle,0.0,,,java,,master,4,ec1ed864f74a438c40e7660f330ede3c84238682#3bc82e2a7d37855ed2fcd0b51e371fa01386537f#5c005c7ab68a5403d1a1a08a2cb79bdbf590169a#eb955b983803f99c898c8071b1165532d6793508,build_found,bb405114610ccc2d3fbeb37b69c245c0d0708c53,20104585,2014-03-05 15:38:57,38,eb955b983803f99c898c8071b1165532d6793508#5c005c7ab68a5403d1a1a08a2cb79bdbf590169a#3bc82e2a7d37855ed2fcd0b51e371fa01386537f#ec1ed864f74a438c40e7660f330ede3c84238682,4,eb955b983803f99c898c8071b1165532d6793508,,eb955b983803f99c898c8071b1165532d6793508,,0,,102,0,0,0,9,0,0,9,0,0,48,145109,194.874198016663,9.55144064117319,19.4267757341033,0.0,,2014-03-05 17:25:27,2014-03-05 17:28:28,passed,1341,[20149301],3,20149301,java,ok,,java-gradle,,0.0,,,,,,,,,0
20158414,gradle/gradle,0.0,,,java,,master,1,c7d0d40b988c13c05281d33dd35c377db144c71d,build_found,eb955b983803f99c898c8071b1165532d6793508,20149300,2014-03-05 19:37:00,38,c7d0d40b988c13c05281d33dd35c377db144c71d,1,c7d0d40b988c13c05281d33dd35c377db144c71d,,c7d0d40b988c13c05281d33dd35c377db144c71d,,0,,9,0,0,0,5,0,0,5,0,0,48,145109,194.874198016663,9.55144064117319,19.4267757341033,1.0,,2014-03-05 19:37:40,2014-03-05 19:38:58,passed,1208,[20158415],4,20158415,java,ok,,java-gradle,,0.0,,,,,,,,,0
20169913,gradle/gradle,0.0,,,java,,master,1,99489a6abc9fafb4a690833c0d07f54e2bfd7c17,build_found,c7d0d40b988c13c05281d33dd35c377db144c71d,20158414,2014-03-05 22:27:26,38,99489a6abc9fafb4a690833c0d07f54e2bfd7c17,1,99489a6abc9fafb4a690833c0d07f54e2bfd7c17,,99489a6abc9fafb4a690833c0d07f54e2bfd7c17,,0,,38,0,0,0,1,0,0,1,0,0,7,145109,194.874198016663,9.55144064117319,19.4267757341033,0.0,,2014-03-05 22:27:52,2014-03-05 22:28:33,passed,1264,[20169914],5,20169914,java,ok,,java-gradle,,0.0,,,,,,,,,0
20183468,gradle/gradle,0.0,,,java,,master,2,568cf794e61b424ccf19a156cf4e7364244d8686#de25f7a86697a171d980745ab8fd45c10a4ebf3a,build_found,99489a6abc9fafb4a690833c0d07f54e2bfd7c17,20169913,2014-03-06 03:43:41,38,de25f7a86697a171d980745ab8fd45c10a4ebf3a#568cf794e61b424ccf19a156cf4e7364244d8686,2,de25f7a86697a171d980745ab8fd45c10a4ebf3a,,de25f7a86697a171d980745ab8fd45c10a4ebf3a,,0,,287,4,0,0,17,0,0,17,0,0,171,145114,194.881265763469,9.55111153989277,19.4261063715424,1.0,,2014-03-06 03:47:19,2014-03-06 03:48:05,passed,1550,[20183469],6,20183469,java,ok,,java-gradle,,0.0,,,,,,,,,0
20184337,gradle/gradle,0.0,,,java,,master,1,612e77473f498e587b40f917fbd0d3d94321be83,build_found,de25f7a86697a171d980745ab8fd45c10a4ebf3a,20183468,2014-03-06 04:18:49,38,612e77473f498e587b40f917fbd0d3d94321be83,1,612e77473f498e587b40f917fbd0d3d94321be83,,612e77473f498e587b40f917fbd0d3d94321be83,,0,,0,0,0,0,1,0,0,0,0,1,132,145114,194.881265763469,9.55111153989277,19.4261063715424,1.0,,2014-03-06 04:22:10,2014-03-06 04:22:45,passed,997,[20184338],7,20184338,java,ok,,java-gradle,,0.0,,,,,,,,,0
20204174,gradle/gradle,0.0,,,java,,master,2,271fdfb393f7916879155c7f0631ca597ce2a02b#53f511086dbb079bc5952c4516ffa92cd3c8cc24,build_found,612e77473f498e587b40f917fbd0d3d94321be83,20184337,2014-03-04 14:13:44,38,53f511086dbb079bc5952c4516ffa92cd3c8cc24#271fdfb393f7916879155c7f0631ca597ce2a02b,2,53f511086dbb079bc5952c4516ffa92cd3c8cc24,,53f511086dbb079bc5952c4516ffa92cd3c8cc24,,0,,110,0,1,0,5,0,0,6,0,0,37,145123,194.869179937019,9.55051921473509,19.4249016351647,1.0,,2014-03-06 12:23:35,2014-03-06 12:24:07,passed,1322,[20204175],8,20204175,java,ok,,java-gradle,,0.0,,,,,,,,,0
20208652,gradle/gradle,0.0,,,java,,master,1,4d7f50cb5aff2e1fbc8296ee4bc7693b8a6e8178,build_found,53f511086dbb079bc5952c4516ffa92cd3c8cc24,20204174,2014-03-06 13:45:14,38,4d7f50cb5aff2e1fbc8296ee4bc7693b8a6e8178,1,4d7f50cb5aff2e1fbc8296ee4bc7693b8a6e8178,,4d7f50cb5aff2e1fbc8296ee4bc7693b8a6e8178,,0,,18,0,0,0,1,0,0,1,0,0,14,145123,194.869179937019,9.55051921473509,19.4249016351647,1.0,,2014-03-06 13:46:23,2014-03-06 13:47:51,passed,1077,[20208653],9,20208653,java,ok,,java-gradle,,0.0,,,,,,,,,0
20210871,gradle/gradle,0.0,,,java,,master,1,00129787f4ae1313aa31d13026fcc5e154ca9ac4,build_found,4d7f50cb5aff2e1fbc8296ee4bc7693b8a6e8178,20208652,2014-03-06 14:20:51,38,00129787f4ae1313aa31d13026fcc5e154ca9ac4,1,00129787f4ae1313aa31d13026fcc5e154ca9ac4,,00129787f4ae1313aa31d13026fcc5e154ca9ac4,,0,,934,0,5,0,3,0,0,8,0,0,60,145181,194.791329443936,9.54670376977704,19.4171413614729,1.0,,2014-03-06 14:21:42,2014-03-06 14:22:54,passed,1513,[20210872],10,20210872,java,ok,,java-gradle,,0.0,,,,,,,,,0
