tr_build_id,gh_project_name,gh_is_pr,gh_pr_created_at,gh_pull_req_num,gh_lang,git_merged_with,git_branch,gh_num_commits_in_push,gh_commits_in_push,git_prev_commit_resolution_status,git_prev_built_commit,tr_prev_build,gh_first_commit_created_at,gh_team_size,git_all_built_commits,git_num_all_built_commits,git_trigger_commit,tr_virtual_merged_into,tr_original_commit,gh_num_issue_comments,gh_num_commit_comments,gh_num_pr_comments,git_diff_src_churn,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,gh_diff_tests_added,gh_diff_tests_deleted,gh_diff_src_files,gh_diff_doc_files,gh_diff_other_files,gh_num_commits_on_files_touched,gh_sloc,gh_test_lines_per_kloc,gh_test_cases_per_kloc,gh_asserts_cases_per_kloc,gh_by_core_team_member,gh_description_complexity,gh_pushed_at,gh_build_started_at,tr_status,tr_duration,tr_jobs,tr_build_number,tr_job_id,tr_log_lan,tr_log_status,tr_log_setup_time,tr_log_analyzer,tr_log_frameworks,tr_log_bool_tests_ran,tr_log_bool_tests_failed,tr_log_num_tests_ok,tr_log_num_tests_failed,tr_log_num_tests_run,tr_log_num_tests_skipped,tr_log_tests_failed,tr_log_testduration,tr_log_buildduration,build_successful
3101917,rapid7/metasploit-framework,0.0,,,ruby,,master,,,merge_found,,,,94,04a80e06486d5c4d2afc564f8b76b67640518514#208e706307e018f0a6c194ebbf2c3485c5cb4757#81ed0bbcce78a35624142e6b903e3de14073f39a#0ed3614576a2885dae07d4a5f35bbcf4a14547a9,4,04a80e06486d5c4d2afc564f8b76b67640518514,,04a80e06486d5c4d2afc564f8b76b67640518514,,1,,23,0,0,0,6,0,0,6,0,0,52,843175,2.44670442079046,0.0592996708868266,0.0213478815192576,0.0,,,2012-11-07 20:26:39,passed,237,[3101918],1,3101918,ruby,unknown,,ruby,rspec,1.0,,214,0,214,6,,4.87,,0
3105918,rapid7/metasploit-framework,0.0,,,ruby,,master,,,merge_found,,,,94,8a4fb07a0c6a4fa020a9ec456bd3097067dc292c,1,8a4fb07a0c6a4fa020a9ec456bd3097067dc292c,,8a4fb07a0c6a4fa020a9ec456bd3097067dc292c,,0,,850,89,10,0,11,0,0,20,0,1,74,843681,2.53057731535972,0.0687463626655098,0.0308173349879872,0.0,,,2012-11-08 01:27:15,passed,106,[3105919],6,3105919,ruby,unknown,,ruby,rspec,1.0,,280,0,280,6,,6.18,,0
3106082,rapid7/metasploit-framework,0.0,,,ruby,,master,,,merge_found,,,,94,dee89bdfa036323b6198c4d5c1ea0ab407441fda,1,dee89bdfa036323b6198c4d5c1ea0ab407441fda,,dee89bdfa036323b6198c4d5c1ea0ab407441fda,,0,,869,89,10,0,17,0,0,26,0,1,129,843681,2.53057731535972,0.0687463626655098,0.0308173349879872,0.0,,,2012-11-08 01:44:47,failed,213,"[3106083, 3106084]",7,3106083,ruby,unknown,,ruby,,1.0,,,0,,,,,,0
3106713,rapid7/metasploit-framework,0.0,,,ruby,,master,,,build_found,dee89bdfa036323b6198c4d5c1ea0ab407441fda,3106082,,94,3df9dfcea259a9aed7addc0a497bdfd16c80e3c6,1,3df9dfcea259a9aed7addc0a497bdfd16c80e3c6,,3df9dfcea259a9aed7addc0a497bdfd16c80e3c6,,0,,0,0,0,0,1,0,0,0,0,1,1,843681,2.53057731535972,0.0687463626655098,0.0308173349879872,0.0,,,2012-11-08 02:55:17,passed,115,[3106714],10,3106714,ruby,unknown,,ruby,rspec,1.0,,280,0,280,6,,6.79,,0
3113875,rapid7/metasploit-framework,1.0,2012-11-08 00:48:41,1043,ruby,merge_button,master,,,merge_found,,,,94,57bb23ce3da8da569b2d326e1dad60351fed6f10#5670d2266bd2a8a0ac38d6e8de132caf8c4ba364,2,57bb23ce3da8da569b2d326e1dad60351fed6f10,3df9dfcea259a9aed7addc0a497bdfd16c80e3c6,9e82aaf4a4b9084d25b623700a5da97e4bc0987a,3,0,0,2,5,1,0,2,0,0,2,0,1,11,843628,2.53192165267156,0.0687506815800329,0.0308192710531182,0.0,14,,2012-11-08 15:57:03,passed,207,[3113876],24,3113876,ruby,unknown,,ruby,rspec,1.0,,275,0,275,6,,7.43,,0
3114441,rapid7/metasploit-framework,0.0,,,ruby,,master,,,merge_found,,,,94,c196cac398e37352ce7fb2625c2a40ab52d19d69,1,c196cac398e37352ce7fb2625c2a40ab52d19d69,,c196cac398e37352ce7fb2625c2a40ab52d19d69,,0,,215,5,0,0,4,0,0,4,0,0,36,843628,2.53192165267156,0.0687506815800329,0.0308192710531182,1.0,,,2012-11-08 16:30:36,passed,257,[3114442],25,3114442,ruby,unknown,,ruby,rspec,1.0,,275,0,275,6,,5.91,,0
3116762,rapid7/metasploit-framework,0.0,,,ruby,,master,,,merge_found,,,,94,b75c6228139cf582c390474792c6fad92947831b,1,b75c6228139cf582c390474792c6fad92947831b,,b75c6228139cf582c390474792c6fad92947831b,,0,,215,5,0,0,4,0,0,4,0,0,38,843401,2.53260311524411,0.0687691857135574,0.0308275660095257,1.0,,,2012-11-08 19:16:06,passed,149,[3116763],28,3116763,ruby,unknown,,ruby,rspec,1.0,,275,0,275,6,,6.63,,0
3133612,rapid7/metasploit-framework,0.0,,,ruby,,master,,,merge_found,,,,96,9a94fef8d0960149d6fc16ca50dccfda5c2a7eca,1,9a94fef8d0960149d6fc16ca50dccfda5c2a7eca,,9a94fef8d0960149d6fc16ca50dccfda5c2a7eca,,0,,197,0,1,0,0,0,0,1,0,0,7,843571,2.53209273434009,0.068755327056051,0.0308213535078849,1.0,,,2012-11-09 20:36:47,passed,250,[3133613],43,3133613,ruby,unknown,,ruby,rspec,1.0,,275,0,275,6,,6.87,,0
3134001,rapid7/metasploit-framework,0.0,,,ruby,,master,,,merge_found,,,,96,1b9d45e1065d1d87f5a9796b7989ad789cfa9134#171ebe13cddf0ea7bcc7be8839332b824a593b92#b1c35fdb240943e226358f44ea5f7f8addc03060,3,1b9d45e1065d1d87f5a9796b7989ad789cfa9134,,1b9d45e1065d1d87f5a9796b7989ad789cfa9134,,0,,45,0,0,0,1,0,0,1,0,0,20,843579,2.53206872148311,0.0687546750215451,0.0308210612165547,1.0,,,2012-11-09 21:03:17,passed,157,[3134002],48,3134002,ruby,unknown,,ruby,rspec,1.0,,275,0,275,6,,6.69,,0
3134037,rapid7/metasploit-framework,1.0,2012-11-09 20:04:47,1050,ruby,merge_button,master,,,build_found,9a94fef8d0960149d6fc16ca50dccfda5c2a7eca,3133612,,96,b8e3bfe1da045fc4b40e98fa908bd7eb245305aa,1,b8e3bfe1da045fc4b40e98fa908bd7eb245305aa,1b9d45e1065d1d87f5a9796b7989ad789cfa9134,3a6d883413bc5d9385fb2b775843e667aa73d81e,0,0,0,0,0,0,0,1,0,0,0,0,1,4,843571,2.53209273434009,0.068755327056051,0.0308213535078849,0.0,33,,2012-11-09 21:04:54,passed,460,"[3134038, 3134039]",49,3134039,ruby,unknown,,ruby,rspec,1.0,,275,0,275,6,,10.3,,0
3134222,rapid7/metasploit-framework,0.0,,,ruby,,master,,,merge_found,,,,96,54c83d98fdf95c6656c728af6487b7bd7688134a,1,54c83d98fdf95c6656c728af6487b7bd7688134a,,54c83d98fdf95c6656c728af6487b7bd7688134a,,0,,0,0,0,0,1,0,0,0,0,1,5,843579,2.53206872148311,0.0687546750215451,0.0308210612165547,1.0,,,2012-11-09 21:13:18,passed,454,"[3134223, 3134224]",50,3134224,ruby,unknown,,ruby,rspec,1.0,,275,0,275,6,,8.98,,0
3152886,rapid7/metasploit-framework,1.0,2012-11-11 15:07:24,1055,ruby,merge_button,master,,,build_found,54c83d98fdf95c6656c728af6487b7bd7688134a,3134222,,96,8e7a74880595e1af878dd6778103f0aad87dcaee#5076198ba200a43d8ef6e7b0512732549a7a7add#08cc6d56ecab2b0296b4192ee8dea6a1d8aa8e46#c4f10a1d539e77e31e657dce6b1d203e5137073c#c07701f61e44c5463c82e698bf645c5598c59406#1528ccf423e796c466cddfdd375755c0e170dc90#9d3c068da02eaa1e2acecc0ad95df090b6a7df9e#8619c5291bf4d25cef569c41d12a5f0dcd24563b,8,8e7a74880595e1af878dd6778103f0aad87dcaee,54c83d98fdf95c6656c728af6487b7bd7688134a,9c14a9379d4d6b09c5b386cca3d008697c0ff367,2,1,5,491,0,7,1,6,0,0,5,0,2,0,843675,2.53178060272024,0.0687468515719916,0.0308175541529617,1.0,124,,2012-11-11 19:19:56,passed,317,"[3152887, 3152888]",65,3152888,ruby,unknown,,ruby,rspec,1.0,,275,0,275,6,,6.14,,0
3153168,rapid7/metasploit-framework,0.0,,,ruby,,master,,,build_found,54c83d98fdf95c6656c728af6487b7bd7688134a,3134222,,96,8e7a74880595e1af878dd6778103f0aad87dcaee#5076198ba200a43d8ef6e7b0512732549a7a7add#08cc6d56ecab2b0296b4192ee8dea6a1d8aa8e46#c4f10a1d539e77e31e657dce6b1d203e5137073c#c07701f61e44c5463c82e698bf645c5598c59406#1528ccf423e796c466cddfdd375755c0e170dc90#9d3c068da02eaa1e2acecc0ad95df090b6a7df9e#8619c5291bf4d25cef569c41d12a5f0dcd24563b,8,8e7a74880595e1af878dd6778103f0aad87dcaee,,8e7a74880595e1af878dd6778103f0aad87dcaee,,1,,491,0,7,1,6,0,0,5,0,2,0,843675,2.53178060272024,0.0687468515719916,0.0308175541529617,1.0,,,2012-11-11 19:50:28,passed,301,"[3153169, 3153170]",67,3153169,ruby,unknown,,ruby,rspec,1.0,,254,21,275,6,,5.03,,0
3169683,rapid7/metasploit-framework,0.0,,,ruby,,master,,,merge_found,,,,96,72f0a5613fecd7c9bf13faa8bc4f203d2c45afb6#8fe3f289bf877b86575ccf3a28fc388f1346f99d,2,72f0a5613fecd7c9bf13faa8bc4f203d2c45afb6,,72f0a5613fecd7c9bf13faa8bc4f203d2c45afb6,,0,,53,0,0,0,1,0,0,1,0,0,18,843689,2.53173859087887,0.0687457108010179,0.0308170427728701,0.0,,,2012-11-12 22:19:12,passed,271,"[3169684, 3169685]",69,3169685,ruby,unknown,,ruby,rspec,1.0,,275,0,275,6,,6.23,,0
3170365,rapid7/metasploit-framework,0.0,,,ruby,,master,,,build_found,72f0a5613fecd7c9bf13faa8bc4f203d2c45afb6,3169683,,96,222af8c91d8e6354847d75124ea41e66589308b1,1,222af8c91d8e6354847d75124ea41e66589308b1,,222af8c91d8e6354847d75124ea41e66589308b1,,0,,1,0,0,0,1,0,0,1,0,0,16,843690,2.53173559008641,0.0687456293188256,0.0308170062463701,0.0,,,2012-11-12 23:24:47,passed,215,"[3170366, 3170367]",71,3170366,ruby,unknown,,ruby,rspec,1.0,,254,21,275,6,,4.09,,0
3174512,rapid7/metasploit-framework,0.0,,,ruby,,master,,,merge_found,,,,96,f707a4774d1e035d69122165172e5406d78b8acf,1,f707a4774d1e035d69122165172e5406d78b8acf,,f707a4774d1e035d69122165172e5406d78b8acf,,0,,115,0,1,0,1,0,0,2,0,0,17,843768,2.53150155018915,0.068739274302889,0.0308141574461226,0.0,,,2012-11-13 05:42:14,passed,207,"[3174513, 3174514]",81,3174514,ruby,unknown,,ruby,rspec,1.0,,275,0,275,6,,6.46,,0
3175296,rapid7/metasploit-framework,0.0,,,ruby,,master,,,merge_found,,,,96,7d317e7863bec57ff7ba92b69434869e4ca1b714#162b5a391a9e18e836df7bab190edb73cc7f6b33,2,7d317e7863bec57ff7ba92b69434869e4ca1b714,,7d317e7863bec57ff7ba92b69434869e4ca1b714,,0,,188,0,1,0,1,0,0,1,0,0,1,843877,2.53117456690963,0.0687303955434264,0.0308101773125704,0.0,,,2012-11-13 07:45:52,passed,197,"[3175297, 3175298]",83,3175297,ruby,unknown,,ruby,rspec,1.0,,254,21,275,6,,5.21,,0
3175506,rapid7/metasploit-framework,0.0,,,ruby,,master,,,merge_found,,,,96,cd257f6cd4e9bb258a2f30e1c9d39710908f32b3,1,cd257f6cd4e9bb258a2f30e1c9d39710908f32b3,,cd257f6cd4e9bb258a2f30e1c9d39710908f32b3,,0,,12,0,0,0,0,0,0,1,0,0,15,843877,2.53117456690963,0.0687303955434264,0.0308101773125704,0.0,,,2012-11-13 08:09:36,passed,209,"[3175507, 3175508]",84,3175507,ruby,unknown,,ruby,rspec,1.0,,254,21,275,6,,4.29,,0
3180784,rapid7/metasploit-framework,0.0,,,ruby,,master,,,merge_found,,,,96,ee7e502e89735debce0ad3394ad801faaca58a98,1,ee7e502e89735debce0ad3394ad801faaca58a98,,ee7e502e89735debce0ad3394ad801faaca58a98,,0,,69,0,0,0,1,0,0,1,0,0,4,843889,2.53113857391197,0.0687294182054749,0.0308097391955577,0.0,,,2012-11-13 15:44:19,passed,469,"[3180785, 3180786]",86,3180786,ruby,unknown,,ruby,rspec,1.0,,275,0,275,6,,8.05,,0
3181366,rapid7/metasploit-framework,1.0,2012-11-13 15:19:28,1061,ruby,merge_button,master,,,build_found,ee7e502e89735debce0ad3394ad801faaca58a98,3180784,,96,bbb2f69b553c56b6024747449e4d1c7e948242cb,1,bbb2f69b553c56b6024747449e4d1c7e948242cb,ee7e502e89735debce0ad3394ad801faaca58a98,8d44f74bfe808d918d3f412323d78d29c182e2fa,0,0,0,1,0,0,0,1,0,0,1,0,0,3,843890,2.53113557454171,0.0687293367619003,0.0308097026863691,0.0,5,,2012-11-13 16:19:34,passed,353,"[3181367, 3181368]",87,3181367,ruby,unknown,,ruby,rspec,1.0,,254,21,275,6,,5.63,,0
3181419,rapid7/metasploit-framework,0.0,,,ruby,,master,,,build_found,ee7e502e89735debce0ad3394ad801faaca58a98,3180784,,96,bbb2f69b553c56b6024747449e4d1c7e948242cb,1,bbb2f69b553c56b6024747449e4d1c7e948242cb,,bbb2f69b553c56b6024747449e4d1c7e948242cb,,0,,1,0,0,0,1,0,0,1,0,0,3,843890,2.53113557454171,0.0687293367619003,0.0308097026863691,0.0,,,2012-11-13 16:21:36,passed,414,"[3181420, 3181421]",88,3181420,ruby,unknown,,ruby,rspec,1.0,,254,21,275,6,,4.85,,0
3181509,rapid7/metasploit-framework,0.0,,,ruby,,master,,,merge_found,,,,96,fc571b1688f9b7cabb4a658ccce071db3fe14b85,1,fc571b1688f9b7cabb4a658ccce071db3fe14b85,,fc571b1688f9b7cabb4a658ccce071db3fe14b85,,0,,113,0,0,0,1,0,0,1,0,0,21,843934,2.53100360928698,0.0687257534356952,0.0308080963677254,1.0,,,2012-11-13 16:26:51,passed,382,"[3181510, 3181511]",89,3181510,ruby,unknown,,ruby,rspec,1.0,,254,21,275,6,,4.39,,0
3182323,rapid7/metasploit-framework,1.0,2012-11-07 01:22:00,1027,ruby,merge_button,master,,,merge_found,,,,96,67d67a49df4f57ce283061a176f1dd4b139ec521#1cef61b1481fb05b80524918efed697519994e96#b973927ab2c6685b47f0c0182795867b155f52e1#9166d12179c8ae0ca7c6b95654fdb4e856fcef36,4,67d67a49df4f57ce283061a176f1dd4b139ec521,fc571b1688f9b7cabb4a658ccce071db3fe14b85,03781e96eef1b77434eb9f004f0ff3f91684810c,1,1,9,465,0,5,0,6,0,0,9,0,1,54,843169,2.44672183156639,0.0593000928639454,0.0213480334310204,1.0,25,,2012-11-13 17:22:38,passed,463,"[3182324, 3182325]",93,3182325,ruby,unknown,,ruby,rspec,1.0,,275,0,275,6,,6.74,,0
3185075,rapid7/metasploit-framework,0.0,,,ruby,,master,,,merge_found,,,,96,06440dd27a01a5a0a22bdcbd78f7b6094df8fcc6,1,06440dd27a01a5a0a22bdcbd78f7b6094df8fcc6,,06440dd27a01a5a0a22bdcbd78f7b6094df8fcc6,,0,,38,0,1,0,1,0,0,2,0,0,14,843934,2.53100360928698,0.0687257534356952,0.0308080963677254,1.0,,,2012-11-13 20:45:30,passed,278,"[3185076, 3185077]",94,3185076,ruby,unknown,,ruby,rspec,1.0,,254,21,275,6,,4.47,,0
3188336,rapid7/metasploit-framework,0.0,,,ruby,,master,,,merge_found,,,,96,a105db4cd44823e04c3e22b57ae95759db123d33,1,a105db4cd44823e04c3e22b57ae95759db123d33,,a105db4cd44823e04c3e22b57ae95759db123d33,,0,,174,0,1,0,0,0,0,1,0,0,4,844059,2.530628783059,0.0687155755699542,0.0308035338761864,0.0,,,2012-11-14 00:40:24,passed,257,"[3188337, 3188338]",97,3188337,ruby,unknown,,ruby,rspec,1.0,,254,21,275,6,,4.41,,0
3190883,rapid7/metasploit-framework,1.0,2012-11-14 04:54:36,1064,ruby,merge_button,master,,,build_found,a105db4cd44823e04c3e22b57ae95759db123d33,3188336,,96,212179b95ee7c365ddd3193a9d6a4739f166053a#721cf41f47fbb9daab1f7d39842d0200d632f436,2,212179b95ee7c365ddd3193a9d6a4739f166053a,a105db4cd44823e04c3e22b57ae95759db123d33,12a3bccb8df4f20d3f1f9631573f7272992f5db9,0,0,0,6,0,0,0,1,0,0,1,0,0,8,844062,2.53061978859373,0.0687153313382192,0.0308034243929948,0.0,44,,2012-11-14 05:54:50,passed,188,"[3190884, 3190885]",101,3190884,ruby,unknown,,ruby,rspec,1.0,,254,21,275,6,,5.28,,0
3191696,rapid7/metasploit-framework,0.0,,,ruby,,master,,,build_found,212179b95ee7c365ddd3193a9d6a4739f166053a,3190883,,96,6b033fb1a88d2e8859506cd780b465e790619125,1,6b033fb1a88d2e8859506cd780b465e790619125,,6b033fb1a88d2e8859506cd780b465e790619125,,0,,21,0,0,0,1,0,0,1,0,0,10,844063,2.53061679045285,0.0687152499280267,0.0308033878987706,0.0,,,2012-11-14 07:26:25,passed,184,"[3191697, 3191698]",103,3191697,ruby,unknown,,ruby,rspec,1.0,,254,21,275,6,,4.19,,0
