tr_build_id,gh_diff_src_churn,gh_team_size,gh_diff_files_modified,gh_diff_test_churn,tr_status
30285183.0,2439.0,50.0,37.0,496.0,1
128247645.0,1266.0,53.0,9.0,307.0,1
85311697.0,0.0,55.0,1.0,0.0,1
83996469.0,0.0,55.0,1.0,0.0,0
21412403.0,2864.0,50.0,7.0,1070.0,0
85731015.0,62.0,55.0,1.0,76.0,1
26831521.0,0.0,54.0,1.0,0.0,1
61210454.0,0.0,43.0,1.0,0.0,1
63492997.0,25.0,45.0,3.0,18.0,1
52365586.0,0.0,50.0,1.0,0.0,1
62562228.0,74.0,43.0,2.0,112.0,0
30155851.0,0.0,50.0,1.0,7.0,0
83449048.0,0.0,54.0,2.0,0.0,1
21052247.0,0.0,49.0,0.0,0.0,0
21116279.0,0.0,49.0,1.0,0.0,0
48320294.0,12.0,51.0,1.0,0.0,0
13081436.0,0.0,54.0,1.0,2.0,1
31697613.0,194.0,49.0,19.0,302.0,0
155703956.0,0.0,51.0,1.0,0.0,0
47516198.0,40.0,52.0,5.0,46.0,0
58260502.0,0.0,46.0,2.0,0.0,1
30952924.0,0.0,49.0,5.0,0.0,1
77198458.0,389.0,51.0,10.0,100.0,1
44940275.0,2.0,49.0,1.0,0.0,0
112186635.0,0.0,61.0,1.0,0.0,0
21428565.0,127.0,50.0,11.0,97.0,0
27761262.0,0.0,52.0,1.0,0.0,1
36925498.0,4.0,50.0,1.0,46.0,1
28568628.0,0.0,48.0,1.0,2.0,1
150002821.0,32.0,52.0,4.0,0.0,0
56966786.0,0.0,47.0,4.0,0.0,0
21180715.0,206.0,50.0,14.0,0.0,0
38415447.0,56.0,45.0,2.0,21.0,0
36542919.0,0.0,50.0,1.0,18.0,0
155571670.0,0.0,51.0,1.0,0.0,1
38419597.0,15.0,45.0,3.0,99.0,1
34357606.0,49.0,47.0,3.0,0.0,1
23326795.0,0.0,53.0,0.0,0.0,1
40975120.0,0.0,48.0,1.0,0.0,0
112740423.0,2.0,61.0,2.0,0.0,0
42370392.0,0.0,50.0,2.0,19.0,0
59309873.0,1324.0,45.0,25.0,579.0,0
87865822.0,218.0,57.0,5.0,0.0,1
73639310.0,0.0,50.0,1.0,0.0,0
88610670.0,0.0,57.0,29.0,0.0,1
22963312.0,1295.0,53.0,22.0,339.0,1
26060610.0,97.0,55.0,3.0,145.0,1
35471388.0,4.0,49.0,1.0,0.0,1
106154507.0,4.0,63.0,2.0,14.0,1
37091254.0,4.0,49.0,1.0,46.0,0
106521914.0,12.0,62.0,1.0,0.0,1
69952472.0,732.0,49.0,10.0,14.0,0
19795179.0,73.0,39.0,3.0,120.0,0
47620362.0,0.0,52.0,1.0,0.0,0
11905554.0,0.0,53.0,1.0,0.0,0
12163510.0,0.0,54.0,1.0,5.0,0
59599476.0,0.0,45.0,1.0,0.0,1
51782915.0,2.0,51.0,2.0,8.0,0
47339129.0,8.0,51.0,4.0,54.0,0
49922626.0,0.0,51.0,1.0,0.0,1
122372597.0,0.0,60.0,1.0,0.0,1
12488718.0,0.0,54.0,2.0,0.0,0
147965911.0,548.0,53.0,16.0,231.0,0
12929679.0,0.0,54.0,1.0,0.0,1
131831432.0,64.0,53.0,3.0,119.0,1
50169419.0,0.0,51.0,1.0,0.0,0
58942062.0,43.0,46.0,1.0,89.0,1
57315421.0,0.0,47.0,2.0,64.0,1
40649362.0,551.0,48.0,7.0,139.0,0
47897720.0,5.0,51.0,2.0,40.0,0
132746719.0,0.0,52.0,6.0,0.0,1
109785534.0,4.0,61.0,1.0,0.0,0
118539568.0,0.0,61.0,1.0,0.0,1
14149432.0,0.0,55.0,1.0,0.0,0
47339247.0,4.0,51.0,3.0,40.0,0
13798914.0,0.0,55.0,1.0,0.0,1
94880965.0,30.0,60.0,3.0,0.0,0
48234568.0,163.0,51.0,3.0,28.0,0
42437611.0,2.0,50.0,1.0,0.0,0
99401155.0,0.0,60.0,1.0,0.0,1
26134487.0,982.0,55.0,21.0,592.0,0
80926693.0,6.0,49.0,2.0,15.0,1
59411914.0,34.0,45.0,1.0,100.0,0
26241123.0,0.0,53.0,6.0,0.0,1
13076963.0,134.0,54.0,1.0,83.0,1
29339395.0,0.0,48.0,1.0,0.0,0
150677337.0,57.0,52.0,5.0,191.0,1
55765570.0,52.0,48.0,2.0,83.0,0
149725532.0,105.0,52.0,5.0,0.0,1
111651871.0,124.0,61.0,5.0,97.0,0
44189489.0,0.0,50.0,1.0,0.0,0
46814454.0,0.0,51.0,2.0,25.0,0
50167195.0,245.0,51.0,14.0,225.0,1
146603882.0,0.0,53.0,1.0,0.0,0
153494486.0,58.0,52.0,2.0,139.0,1
59064782.0,0.0,46.0,4.0,154.0,1
32703746.0,29.0,48.0,2.0,0.0,1
49493183.0,0.0,51.0,1.0,0.0,1
85123979.0,0.0,55.0,1.0,0.0,1
12405369.0,0.0,53.0,3.0,10.0,1
153486765.0,0.0,52.0,1.0,0.0,1
