version,tr_build_id,git_diff_src_churn,gh_num_commit_comments,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,git_num_all_built_commits,gh_num_commits_on_files_touched,git_num_all_built_commits,tr_status
1,219766,0,0,0,0,0,1,1,1,1,failed
1,219772,0,0,0,0,0,1,1,2,1,failed
1,219803,2,0,24,0,0,2,1,19,1,passed
1,219816,87,0,0,0,0,1,1,11,1,passed
1,224881,2,0,8,0,0,2,1,41,1,passed
1,240343,1,0,6,0,0,2,1,257,1,passed
1,240348,80,0,54,2,0,3,1,268,1,failed
1,240361,3,0,12,0,0,2,1,12,1,failed
1,240383,4,0,0,0,0,2,1,200,1,failed
1,240405,0,0,31,0,0,1,1,4,1,failed
1,240434,0,0,4,0,0,1,1,5,1,failed
1,240448,0,0,4,0,0,1,1,5,1,failed
1,240453,0,0,0,0,0,1,1,3,1,failed
1,240483,8,0,2,0,0,2,2,203,2,failed
1,240489,0,0,0,0,0,1,1,4,1,passed
1,244013,18,0,11,0,0,4,2,211,2,passed
1,270129,11,0,0,0,0,2,2,202,2,failed
1,270134,2,0,0,0,0,1,1,257,1,failed
1,270150,8,0,0,0,0,1,1,15,1,failed
1,270192,0,0,0,0,0,1,1,5,1,passed
1,270258,2,0,0,0,0,1,1,258,1,passed
1,270287,10,0,10,0,0,2,1,18,1,failed
1,270320,0,0,2,0,0,1,1,13,1,passed
1,270341,2,0,5,0,0,2,1,12,1,passed
1,270361,6,0,0,0,0,1,1,7,1,passed
1,270404,3,0,0,0,0,1,1,259,1,passed
1,270468,2,0,4,0,0,2,1,31,1,passed
1,276602,4,0,0,0,0,2,1,204,1,passed
1,287515,4,0,0,0,0,1,1,12,1,passed
1,287520,2,0,0,0,0,1,1,260,1,passed
1,287574,2,0,0,0,0,1,1,12,1,passed
1,291203,21,0,0,0,0,2,1,48,1,passed
1,291208,4,0,0,0,0,2,1,205,1,passed
1,294663,10,0,0,0,0,3,2,458,2,passed
1,298989,4,0,0,0,0,2,2,268,2,passed
1,299164,6,0,0,0,0,2,1,207,1,passed
1,305891,0,0,0,0,0,1,1,7,1,passed
1,310949,76,0,0,0,1,1,1,18,1,passed
1,310960,9,0,0,0,0,1,1,13,1,passed
1,329504,2,0,0,0,0,1,1,37,1,passed
1,329737,8,0,0,0,0,1,1,39,1,passed
1,329775,6,0,16,0,0,2,1,33,1,passed
1,329788,8,0,2,0,0,2,2,34,2,passed
1,350853,13,0,12,0,0,2,1,40,1,failed
1,351431,4,0,0,0,0,1,1,16,1,failed
1,351549,1,0,0,0,0,1,1,10,1,failed
1,351559,2,0,0,0,0,1,1,17,1,failed
1,355000,2,0,0,0,0,1,1,263,1,failed
1,355681,43,0,4,0,0,4,2,65,2,failed
1,355923,65,0,12,0,0,12,1,423,1,failed
1,355956,1,0,0,0,0,1,1,43,1,failed
1,358634,26,0,0,0,0,2,2,48,2,failed
1,358752,7,0,0,0,0,1,1,3,1,failed
1,360113,2,0,0,0,0,1,1,16,1,failed
1,363971,53,0,0,0,0,3,1,284,1,failed
1,364002,4,0,0,0,0,2,1,209,1,failed
1,364009,2,0,0,0,0,1,1,200,1,failed
1,364018,53,0,0,0,0,3,1,287,1,failed
1,364097,0,0,0,0,0,1,1,8,1,passed
1,364105,0,0,0,0,0,1,1,9,1,failed
1,364138,0,0,2,0,0,1,1,17,1,failed
1,364151,0,0,2,0,0,1,1,18,1,failed
1,364208,0,0,10,0,0,1,1,14,1,passed
1,366675,1,0,0,0,0,1,1,92,1,passed
1,366993,26,0,0,1,0,1,1,93,1,passed
1,367609,26,0,0,0,0,1,1,3,1,passed
1,367698,2,0,0,0,0,1,1,4,1,passed
1,367859,0,0,5,0,0,1,1,19,1,failed
1,367933,0,0,1,0,0,1,1,20,1,passed
1,367959,0,0,18,0,0,1,1,6,1,passed
1,367993,0,0,10,0,0,1,1,21,1,passed
1,370633,8,0,0,0,0,4,2,218,2,passed
1,370744,9,0,0,0,0,1,1,46,1,passed
1,376019,0,0,0,0,0,1,1,10,1,passed
1,380032,9,0,0,0,0,2,3,110,3,passed
1,380441,28,0,43,1,0,1,1,47,1,failed
1,380456,2,0,0,0,0,1,1,48,1,passed
1,381056,4,0,9,0,0,2,1,49,1,passed
1,381100,3,0,0,0,0,1,1,14,1,passed
1,383306,29,0,0,0,0,2,1,66,1,passed
1,383873,4,0,0,0,0,3,1,214,1,passed
1,384365,68,0,10,0,0,4,3,82,3,passed
1,387496,2,0,0,0,0,1,1,5,1,passed
1,390992,202,0,47,0,0,25,4,284,4,passed
1,391034,2,0,0,0,0,1,1,265,1,passed
1,391108,4,0,0,0,0,1,1,33,1,passed
1,391347,4,0,0,0,0,1,2,266,2,passed
1,391418,48,0,0,1,0,1,1,35,1,passed
1,391460,4,0,12,0,0,2,1,93,1,passed
1,391609,2,0,4,0,0,2,1,94,1,passed
1,391614,4,0,0,0,0,3,1,215,1,passed
1,391844,6,0,0,0,0,3,2,234,2,passed
1,393617,4,0,0,0,0,2,2,91,2,passed
1,397569,0,0,0,0,0,1,1,60,1,passed
1,397574,0,0,0,0,0,1,1,61,1,passed
1,398442,2,0,0,0,0,1,1,22,1,passed
1,399089,5,0,0,0,0,1,1,84,1,failed
1,399374,0,0,12,0,0,1,1,20,1,passed
1,399946,10,0,14,0,0,2,1,19,1,passed
1,400359,4,0,0,0,0,1,1,17,1,passed
1,400849,2,0,0,0,0,1,1,36,1,passed
1,402933,4,0,0,0,0,3,1,217,1,passed
1,403044,8,0,0,0,0,1,1,94,1,passed
1,413548,14,0,26,0,0,2,1,41,1,passed
1,413609,29,0,0,0,0,1,1,38,1,passed
1,414540,58,0,27,0,0,4,1,167,1,failed
1,414559,2,0,0,0,0,1,1,86,1,passed
1,414656,4,0,0,0,0,3,1,218,1,passed
1,414895,2,0,0,0,0,1,1,14,1,passed
1,416968,19,0,0,0,0,1,1,15,1,passed
1,424872,32,0,6,0,0,2,1,44,1,passed
1,424894,4,0,0,0,0,3,1,219,1,passed
1,433520,5,0,0,0,0,1,1,35,1,passed
1,433790,12,0,38,0,0,3,1,72,1,passed
1,459302,1,0,0,0,0,1,1,24,1,failed
1,487758,80,0,0,1,0,10,5,313,5,failed
1,487797,30,0,0,0,0,5,2,293,2,failed
1,495902,0,0,4,0,0,1,1,24,1,failed
1,495907,4,0,0,0,0,2,1,222,1,failed
1,499672,2,0,0,0,0,1,1,6,1,failed
1,499696,4,0,0,0,0,2,1,223,1,failed
1,514376,11,0,4,0,0,3,1,43,1,failed
1,514540,2,0,0,0,0,1,1,15,1,failed
1,514668,0,0,24,0,0,1,1,15,1,failed
1,514681,0,0,24,0,0,1,1,16,1,failed
1,514831,16,0,30,0,0,4,3,255,3,passed
1,515690,0,0,2,0,0,1,1,25,1,failed
1,519223,3,0,0,0,0,1,1,16,1,passed
1,520959,0,0,0,0,0,1,1,64,1,passed
1,524195,0,0,0,0,0,1,1,65,1,passed
1,531817,2,0,0,0,0,1,1,17,1,passed
1,531854,12,0,0,0,0,2,1,216,1,passed
1,532058,4,0,0,0,0,1,1,13,1,passed
1,537574,1,0,0,0,0,1,1,3,1,passed
1,537768,2,0,0,0,0,1,1,25,1,passed
1,538278,2,0,0,0,0,1,1,26,1,passed
1,538554,4,0,12,0,0,2,1,17,1,passed
1,538647,17,0,0,0,0,1,1,269,1,passed
1,544879,2,0,0,0,0,1,1,216,1,passed
1,544927,2,0,0,0,0,1,1,216,1,passed
1,544955,2,0,0,0,0,1,1,216,1,passed
1,544985,2,0,0,0,0,1,1,216,1,passed
1,545033,2,0,0,0,0,1,1,216,1,passed
1,565069,2,0,8,0,0,2,1,46,1,passed
1,565334,5,0,24,0,0,3,1,12,1,passed
1,568647,3,0,0,0,0,4,1,24,1,passed
1,568698,13,0,27,0,0,2,1,50,1,passed
1,577001,255,0,56,2,0,5,1,69,1,passed
1,577156,0,0,24,0,0,1,1,5,1,passed
1,577161,3,0,0,0,0,1,1,5,1,passed
1,577238,4,0,0,0,0,2,1,227,1,passed
1,577324,0,0,0,0,0,1,1,7,1,passed
1,579668,4,0,0,0,0,1,1,27,1,passed
1,585140,3,0,0,0,0,1,1,47,1,passed
1,586327,0,0,0,0,0,1,1,8,1,passed
1,586988,9,0,0,0,0,1,1,2,1,passed
1,587109,15,0,0,0,0,2,1,11,1,passed
1,587180,2,0,0,0,0,2,1,170,1,passed
1,587185,2,0,0,0,0,1,1,218,1,passed
1,605564,2,0,0,0,0,1,1,95,1,passed
1,605593,5,0,0,0,0,1,2,29,2,passed
1,611696,2,0,0,0,0,1,1,15,1,passed
1,612105,4,0,0,0,0,1,1,26,1,passed
1,612188,4,0,0,0,0,3,1,233,1,passed
1,615586,6,0,0,0,0,1,1,272,1,passed
1,617281,10,0,10,0,0,3,1,225,1,passed
1,617350,4,0,0,0,0,1,1,19,1,passed
1,618509,6,0,0,0,0,1,1,7,1,passed
1,634175,4,0,0,0,0,1,1,31,1,passed
1,640225,5,0,0,0,0,1,1,8,1,passed
1,659221,4,0,0,0,0,3,2,236,2,passed
1,659281,139,0,0,0,4,0,1,11,1,passed
1,673594,3,0,0,0,0,1,1,2,1,passed
1,677161,14,0,66,0,0,3,1,109,1,failed
1,677198,0,0,5,0,0,1,1,11,1,passed
1,677222,2,0,0,0,0,1,1,55,1,passed
1,677302,4,0,0,0,0,1,1,56,1,failed
1,677344,0,0,22,0,0,1,1,26,1,passed
1,678820,32,0,0,0,0,1,1,223,1,failed
1,678833,32,0,0,0,0,1,1,224,1,passed
1,679095,49,0,0,0,0,1,1,18,1,passed
1,679246,2,0,11,0,0,2,1,27,1,passed
1,682804,8,0,8,0,0,4,1,63,1,passed
1,682888,4,0,0,0,0,1,1,274,1,failed
1,683008,40,0,0,0,0,1,1,48,1,failed
1,683077,7,0,0,0,0,1,1,275,1,passed
1,684448,21,0,0,0,0,2,1,134,1,failed
1,684466,2,0,0,1,0,1,1,20,1,failed
1,684611,2,0,0,0,0,1,1,58,1,passed
1,688028,0,0,0,0,0,1,1,2,1,passed
1,689013,40,0,0,0,0,1,1,276,1,passed
1,689109,4,0,0,0,0,3,1,240,1,passed
1,694318,2,0,0,0,0,1,1,33,1,passed
1,711698,9,0,16,0,0,5,3,125,3,passed
1,714802,2,0,0,0,0,1,1,34,1,passed
1,716012,0,0,0,0,0,1,1,11,1,passed
1,716293,12,0,0,0,0,2,1,300,1,passed
1,716399,8,0,0,0,0,1,1,26,1,passed
1,716440,13,0,0,0,0,1,1,27,1,passed
1,716472,4,0,0,0,0,1,1,28,1,passed
1,716517,11,0,0,0,0,1,1,29,1,passed
1,716538,2,0,0,0,0,1,1,30,1,passed
1,718153,42,0,10,0,0,2,2,35,2,passed
1,729444,4,0,0,0,0,2,1,237,1,passed
1,730557,1,0,0,0,0,1,1,41,1,passed
1,731646,0,0,0,0,0,1,1,5,1,passed
1,736376,0,0,0,0,0,1,1,6,1,passed
1,737700,6,0,0,0,0,2,1,14,1,passed
1,751304,2,0,0,0,0,1,1,42,1,passed
1,754665,3,0,0,0,0,3,1,181,1,passed
1,760320,8,0,10,0,0,2,1,40,1,passed
1,760438,4,0,0,0,0,3,1,242,1,passed
1,760624,0,0,0,0,0,1,1,8,1,passed
1,760826,8,0,0,0,0,1,1,37,1,passed
1,761268,22,0,0,0,0,1,1,1,1,passed
1,761332,9,0,0,0,0,1,1,278,1,failed
1,761365,9,0,0,0,0,1,1,278,1,failed
1,766707,4,0,0,0,0,3,1,243,1,passed
1,769016,9,0,0,0,0,1,1,7,1,passed
1,776951,0,0,0,0,0,1,1,1,1,passed
1,780557,9,0,0,0,0,1,1,279,1,passed
1,780596,4,0,0,0,0,3,1,244,1,passed
1,807827,2,0,0,0,0,1,1,92,1,passed
1,810517,5,0,0,0,0,1,1,93,1,passed
1,816231,6,0,0,0,0,1,1,94,1,passed
1,817562,0,0,6,0,0,1,1,13,1,passed
1,817952,193,0,22,0,0,6,1,100,1,passed
1,819269,25,0,0,0,0,1,2,280,2,failed
1,831420,0,0,4,0,0,1,1,21,1,passed
1,831431,11,0,0,0,0,1,1,30,1,passed
1,849680,16,0,0,0,0,3,1,117,1,passed
1,849890,13,0,0,0,0,3,1,114,1,passed
1,850531,3,0,0,0,0,1,1,36,1,passed
1,850775,6,0,19,0,0,6,1,116,1,passed
1,855989,194,0,10,0,1,4,1,322,1,passed
1,856690,58,0,0,0,0,3,1,297,1,passed
1,857699,2,0,0,0,0,1,1,16,1,passed
1,857870,10,0,0,0,0,2,1,233,1,passed
1,858576,1,0,6,0,0,2,1,56,1,passed
1,864326,4,0,0,0,0,3,1,248,1,passed
1,880986,8,0,11,0,0,2,1,110,1,passed
1,881149,2,0,0,0,0,1,1,18,1,passed
1,881216,13,0,0,0,0,1,1,44,1,passed
1,881402,12,0,0,0,0,2,1,40,1,passed
1,881760,24,0,0,1,0,2,1,56,1,passed
1,881833,4,0,0,0,0,1,1,19,1,passed
1,883398,2,0,0,0,0,1,1,20,1,passed
1,883422,2,0,0,0,0,1,1,21,1,passed
1,883510,40,0,5,0,0,3,1,274,1,failed
1,883679,2,0,0,0,0,1,1,16,1,failed
1,883698,0,0,1,0,0,1,1,19,1,failed
1,900886,2,0,0,0,0,1,1,22,1,failed
1,900933,13,0,2,0,0,2,1,48,1,failed
1,900959,0,0,0,0,0,1,1,12,1,failed
1,900977,2,0,0,0,0,2,1,237,1,passed
1,902059,17,0,6,0,0,2,1,43,1,passed
1,902264,0,0,0,0,0,1,1,68,1,passed
1,902835,106,0,59,2,0,2,1,321,1,failed
1,918047,6,0,0,0,0,1,1,38,1,failed
1,923350,46,0,0,0,0,2,2,20,2,failed
1,925060,2,0,0,0,0,1,1,21,1,failed
1,928890,2,0,0,0,0,1,1,285,1,failed
1,931936,6,0,1,0,0,2,2,86,2,passed
1,931957,34,0,0,0,0,1,1,96,1,passed
1,932149,32,0,0,1,0,1,2,97,2,passed
1,932266,4,0,0,0,0,3,1,251,1,passed
1,932540,10,0,0,0,0,1,1,1,1,passed
1,950340,2,0,0,0,0,1,1,41,1,passed
1,952153,132,0,0,1,0,2,1,42,1,passed
1,952181,1,0,0,0,0,1,1,98,1,passed
1,952235,4,0,0,0,0,3,1,252,1,passed
1,952354,0,0,0,0,0,1,1,2,1,passed
1,953732,1,0,0,0,0,1,1,26,1,passed
1,958582,0,0,0,0,0,1,1,3,1,passed
1,959807,10,0,0,0,0,2,1,240,1,passed
1,960134,36,0,72,0,0,3,1,322,1,passed
1,967088,2,0,0,0,0,1,1,18,1,passed
1,969393,8,0,13,0,0,2,1,43,1,passed
1,976672,14,0,24,0,0,3,1,50,1,passed
1,984997,4,0,0,0,0,1,1,3,1,passed
1,1002332,4,0,2,0,0,2,1,16,1,failed
1,1009035,6,0,4,0,0,2,1,60,1,failed
1,1009632,6,0,3,0,0,2,1,17,1,failed
1,1009689,0,0,1,0,0,1,1,8,1,passed
1,1010558,0,0,0,0,1,0,1,2,1,passed
1,1011011,8,0,0,0,0,1,1,17,1,passed
1,1019592,1,0,1,0,0,2,1,129,1,passed
1,1021529,70,0,0,0,0,3,3,167,3,passed
1,1021654,2,0,0,0,0,1,1,288,1,passed
1,1021730,8,0,0,0,0,1,1,41,1,passed
1,1025084,0,0,5,0,0,1,1,5,1,passed
1,1025147,2,0,0,0,0,2,1,242,1,passed
1,1025255,10,0,0,0,0,4,1,257,1,passed
1,1025376,5,0,0,0,0,1,1,3,1,passed
1,1025608,7,0,0,0,0,1,1,4,1,passed
1,1025681,0,0,18,0,0,2,1,38,1,failed
2,1025720,0,0,4,0,0,1,1,9,1,passed
2,1034679,8,0,0,0,0,1,1,5,1,passed
2,1034691,2,0,0,0,0,1,1,6,1,passed
2,1035166,6,0,14,0,0,4,1,82,1,passed
2,1060621,3,0,0,0,0,1,1,77,1,passed
2,1060755,0,0,1,0,0,1,1,5,1,passed
2,1061179,2,0,0,0,0,1,1,99,1,passed
2,1069624,4,0,0,0,0,1,1,42,1,passed
2,1070175,2,0,0,0,0,2,1,183,1,passed
2,1070457,2,0,0,0,0,1,1,241,1,passed
2,1070689,0,0,270,0,0,1,1,15,1,passed
2,1077424,1,0,0,0,0,1,1,38,1,passed
2,1078987,10,0,420,0,0,12,3,179,3,passed
2,1085224,0,0,322,0,0,4,4,66,4,passed
2,1111549,4,0,70,0,0,2,2,103,2,passed
2,1112661,10,0,0,0,0,2,2,137,2,passed
2,1115184,20,0,268,0,0,8,5,94,5,passed
2,1115299,200,0,195,4,0,1,1,293,1,failed
2,1131683,69,0,166,0,0,11,7,89,7,failed
