project,NB_builds,NB_delay,NB_Batch,B4_builds,B4_delay,B4_Batch,BB_builds,BB_delay,BB_Batch,BS4_builds,BS4_delay,BS4_Batch
cloud_controller_ng.csv,0,0,0,40.71146392822271,272.0,4,38.7351760864258,107.0,2,40.71146392822271,272.0,4
open-build-service.csv,0,0,0,28.5407733917236,435.0,4,40.7725334167481,184.0,2,28.5407733917236,435.0,4
orbeon-forms.csv,0,0,0,22.3175964355469,212.0,4,25.3218879699707,79.0,2,22.3175964355469,212.0,4
loomio.csv,0,0,0,37.5609741210938,205.0,4,32.1951217651367,84.0,2,37.5609741210938,205.0,4
jruby.csv,0,0,0,55.9322052001953,515.0,4,56.1743354797363,193.0,2,55.9322052001953,515.0,4
gradle.csv,0,0,0,10.5924596786499,330.0,4,13.285457611084,127.0,2,10.5924596786499,330.0,4
metasploit-framework.csv,0,0,0,10.6355381011963,386.0,4,12.7107648849487,158.0,2,10.6355381011963,386.0,4
cloudify.csv,0,0,0,11.6803274154663,253.0,4,16.5983600616455,111.0,2,11.6803274154663,253.0,4
fog.csv,0,0,0,46.7236480712891,342.0,4,49.2877502441406,146.0,2,46.7236480712891,342.0,4
vagrant.csv,0,0,0,13.3802814483643,145.0,4,9.50704193115234,60.0,2,13.3802814483643,145.0,4
concerto.csv,0,0,0,14.1379308700562,203.0,4,16.8965511322022,81.0,2,14.1379308700562,203.0,4
rubinius.csv,0,0,0,48.1818199157715,253.0,4,50.9090919494629,100.0,2,48.1818199157715,253.0,4
sufia.csv,0,0,0,0.0,6.0,4,0.0,6.0,2,0.0,6.0,4
puppet.csv,0,0,0,4.34782600402832,24.0,4,4.34782600402832,9.0,2,4.34782600402832,24.0,4
sonarqube.csv,0,0,0,17.6666660308838,246.0,4,30.6666660308838,101.0,2,17.6666660308838,246.0,4
graylog2-server.csv,0,0,0,4.23940134048462,163.0,4,8.47880268096924,63.0,2,4.23940134048462,163.0,4
opal.csv,0,0,0,11.1607141494751,125.0,4,9.375,44.0,2,11.1607141494751,125.0,4
geoserver.csv,0,0,0,76.7857131958008,229.0,4,66.0714263916016,92.0,2,76.7857131958008,229.0,4
rails.csv,0,0,0,28.0297908782959,1450.0,4,40.2166557312012,582.0,2,28.0297908782959,1450.0,4
heroku.csv,0,0,0,0,0,0,0,0,0,0,0,0
